trace,round_start_tsc,round_done_tsc,rest_start_tsc,trace_done_tsc,first_round_cycles,attacker_measurement_window_cycles,rest_aes_cycles,trace_wall_cycles
8946,234988870459241,234988870460659,234988870530469,234988870531145,1418,69810,676,71904
8947,234988870646665,234988870648099,234988870717561,234988870718195,1434,69462,634,71530
8948,234988870843449,234988870844881,234988870915075,234988870915735,1432,70194,660,72286
8949,234988871031161,234988871032589,234988871101103,234988871101723,1428,68514,620,70562
8950,234988871225443,234988871227729,234988871295541,234988871296213,2286,67812,672,70770
8951,234988871412055,234988871413463,234988871483657,234988871484347,1408,70194,690,72292
8952,234988871601061,234988871602525,234988871673175,234988871673857,1464,70650,682,72796
8953,234988871789119,234988871790545,234988871864047,234988871864707,1426,73502,660,75588
8954,234988871981093,234988871982569,234988872051817,234988872052525,1476,69248,708,71432
8955,234988872168839,234988872171137,234988872240385,234988872241039,2298,69248,654,72200
8956,234988872357589,234988872359041,234988872428935,234988872429593,1452,69894,658,72004
8957,234988872544999,234988872547303,234988872616511,234988872617141,2304,69208,630,72142
8958,234988872733195,234988872734629,234988872805841,234988872806489,1434,71212,648,73294
8959,234988872930859,234988872932285,234988873002313,234988873003003,1426,70028,690,72144
8960,234988873119313,234988873120753,234988873190513,234988873191215,1440,69760,702,71902
8961,234988873307509,234988873308949,234988873378811,234988873379507,1440,69862,696,71998
8962,234988873495217,234988873498025,234988873568899,234988873569577,2808,70874,678,74360
8963,234988873685959,234988873687357,234988873756835,234988873757537,1398,69478,702,71578
8964,234988873873237,234988873875545,234988873944011,234988873944679,2308,68466,668,71442
8965,234988874060659,234988874063009,234988874132449,234988874133131,2350,69440,682,72472
8966,234988874257237,234988874258651,234988874327225,234988874327889,1414,68574,664,70652
8967,234988874443861,234988874446547,234988874517307,234988874517979,2686,70760,672,74118
8968,234988874634229,234988874635639,234988874706073,234988874706763,1410,70434,690,72534
8969,234988874838071,234988874839505,234988874908711,234988874909365,1434,69206,654,71294
8970,234988875025427,234988875027745,234988875095951,234988875096637,2318,68206,686,71210
8971,234988875212267,234988875213671,234988875285079,234988875285737,1404,71408,658,73470
8972,234988875401645,234988875403097,234988875473537,234988875474193,1452,70440,656,72548
8973,234988875590165,234988875592445,234988875662507,234988875663179,2280,70062,672,73014
8974,234988875779113,234988875780605,234988875849653,234988875850333,1492,69048,680,71220
8975,234988875967291,234988875968677,234988876041835,234988876042519,1386,73158,684,75228
8976,234988876158233,234988876159667,234988876228661,234988876229329,1434,68994,668,71096
8977,234988876355495,234988876356919,234988876427867,234988876428547,1424,70948,680,73052
8978,234988876544933,234988876546391,234988876615759,234988876616447,1458,69368,688,71514
8979,234988876741091,234988876742525,234988876812367,234988876813039,1434,69842,672,71948
8980,234988876929233,234988876930637,234988877000905,234988877001565,1404,70268,660,72332
8981,234988877118257,234988877121041,234988877190589,234988877191249,2784,69548,660,72992
8982,234988877315951,234988877318239,234988877388043,234988877388727,2288,69804,684,72776
8983,234988877504863,234988877506247,234988877579617,234988877580299,1384,73370,682,75436
8984,234988877695817,234988877697233,234988877767441,234988877768101,1416,70208,660,72284
8985,234988877884079,234988877885497,234988877954935,234988877955601,1418,69438,666,71522
8986,234988878072143,234988878073577,234988878141391,234988878142085,1434,67814,694,69942
8987,234988878258403,234988878259843,234988878328549,234988878329209,1440,68706,660,70806
8988,234988878445079,234988878446491,234988878515743,234988878516391,1412,69252,648,71312
8989,234988878640739,234988878642155,234988878714263,234988878714935,1416,72108,672,74196
8990,234988878830765,234988878832153,234988878903449,234988878904117,1388,71296,668,73352
8991,234988879019639,234988879021939,234988879090109,234988879090769,2300,68170,660,71130
8992,234988879206769,234988879208171,234988879277581,234988879278307,1402,69410,726,71538
8993,234988879393985,234988879396405,234988879464311,234988879464965,2420,67906,654,70980
8994,234988879581317,234988879583623,234988879654255,234988879654921,2306,70632,666,73604
8995,234988879771345,234988879773697,234988879842109,234988879842769,2352,68412,660,71424
8996,234988879958837,234988879960265,234988880030669,234988880031337,1428,70404,668,72500
8997,234988880157919,234988880160083,234988880229313,234988880229985,2164,69230,672,72066
8998,234988880349929,234988880351395,234988880420759,234988880421419,1466,69364,660,71490
8999,234988880546387,234988880547823,234988880619715,234988880620373,1436,71892,658,73986
9000,234988880736329,234988880737739,234988880808563,234988880809223,1410,70824,660,72894
9001,234988880925353,234988880926885,234988880998007,234988880998661,1532,71122,654,73308
9002,234988881114635,234988881116107,234988881185203,234988881185887,1472,69096,684,71252
9003,234988881302027,234988881303457,234988881372935,234988881373595,1430,69478,660,71568
9004,234988881489103,234988881490507,234988881563257,234988881563921,1404,72750,664,74818
9005,234988881679471,234988881681809,234988881751817,234988881752497,2338,70008,680,73026
9006,234988881868471,234988881870733,234988881939457,234988881940159,2262,68724,702,71688
9007,234988882056127,234988882057535,234988882127149,234988882127807,1408,69614,658,71680
9008,234988882243567,234988882244995,234988882315777,234988882316449,1428,70782,672,72882
9009,234988882440509,234988882441973,234988882511113,234988882511797,1464,69140,684,71288
9010,234988882627975,234988882629407,234988882699837,234988882700509,1432,70430,672,72534
9011,234988882816639,234988882818523,234988882886917,234988882887539,1884,68394,622,70900
9012,234988883004187,234988883006471,234988883076445,234988883077093,2284,69974,648,72906
9013,234988883203265,234988883205577,234988883276675,234988883277343,2312,71098,668,74078
9014,234988883393657,234988883395087,234988883463625,234988883464315,1430,68538,690,70658
9015,234988883580893,234988883582317,234988883651929,234988883652589,1424,69612,660,71696
9016,234988883768903,234988883770339,234988883840881,234988883841533,1436,70542,652,72630
9017,234988883957693,234988883959147,234988884028337,234988884029009,1454,69190,672,71316
9018,234988884144589,234988884146003,234988884217823,234988884218497,1414,71820,674,73908
9019,234988884342655,234988884344099,234988884413471,234988884414133,1444,69372,662,71478
9020,234988884530665,234988884532067,234988884603839,234988884604493,1402,71772,654,73828
9021,234988884720049,234988884721481,234988884792553,234988884793241,1432,71072,688,73192
9022,234988884917813,234988884919235,234988884987967,234988884988655,1422,68732,688,70842
9023,234988885104877,234988885106261,234988885177735,234988885178413,1384,71474,678,73536
9024,234988885294199,234988885296563,234988885367017,234988885367677,2364,70454,660,73478
9025,234988885483139,234988885485425,234988885556275,234988885556971,2286,70850,696,73832
9026,234988885673501,234988885675259,234988885745275,234988885745939,1758,70016,664,72438
9027,234988885861865,234988885863275,234988885935517,234988885936163,1410,72242,646,74298
9028,234988886052541,234988886054185,234988886137993,234988886138871,1644,83808,878,86330
9029,234988886330797,234988886332497,234988886421577,234988886422479,1700,89080,902,91682
9030,234988886593345,234988886595089,234988886688291,234988886689179,1744,93202,888,95834
9031,234988886863463,234988886866017,234988886950949,234988886951869,2554,84932,920,88406
9032,234988887123317,234988887125925,234988887213745,234988887216137,2608,87820,2392,92820
9033,234988887384659,234988887386427,234988887474163,234988887475057,1768,87736,894,90398
9034,234988887637109,234988887638823,234988887723639,234988887724479,1714,84816,840,87370
9035,234988887884709,234988887887213,234988888010019,234988888010901,2504,122806,882,126192
9036,234988888204119,234988888206335,234988888322317,234988888323213,2216,115982,896,119094
9037,234988888482931,234988888485423,234988888599483,234988888600343,2492,114060,860,117412
9038,234988888823787,234988888825509,234988888947151,234988888948767,1722,121642,1616,124980
9039,234988889200203,234988889202863,234988889313573,234988889315271,2660,110710,1698,115068
9040,234988889519905,234988889522117,234988889638777,234988889639647,2212,116660,870,119742
9041,234988889852317,234988889854237,234988889933761,234988889934397,1920,79524,636,82080
9042,234988890022009,234988890023167,234988890086653,234988890087311,1158,63486,658,65302
9043,234988890175109,234988890176299,234988890238793,234988890239489,1190,62494,696,64380
9044,234988890326401,234988890327553,234988890390925,234988890391601,1152,63372,676,65200
9045,234988890478895,234988890480047,234988890541615,234988890542303,1152,61568,688,63408
9046,234988890628777,234988890629957,234988890691115,234988890691787,1180,61158,672,63010
9047,234988890778315,234988890780121,234988890839573,234988890840241,1806,59452,668,61926
9048,234988890927077,234988890928255,234988890989753,234988890990397,1178,61498,644,63320
9049,234988891076885,234988891078057,234988891140265,234988891140925,1172,62208,660,64040
9050,234988891235611,234988891237267,234988891300745,234988891301435,1656,63478,690,65824
9051,234988891386821,234988891387981,234988891451777,234988891452433,1160,63796,656,65612
9052,234988891538185,234988891540361,234988891603105,234988891603771,2176,62744,666,65586
9053,234988891689581,234988891691827,234988891754413,234988891755079,2246,62586,666,65498
9054,234988891840991,234988891842143,234988891903129,234988891903831,1152,60986,702,62840
9055,234988891989421,234988891990589,234988892052181,234988892052821,1168,61592,640,63400
9056,234988892151289,234988892152475,234988892214949,234988892215607,1186,62474,658,64318
9057,234988892301589,234988892302867,234988892364779,234988892365447,1278,61912,668,63858
9058,234988892451137,234988892452287,234988892515555,234988892516215,1150,63268,660,65078
9059,234988892602751,234988892603923,234988892666057,234988892666725,1172,62134,668,63974
9060,234988892752657,234988892753803,234988892815553,234988892816243,1146,61750,690,63586
9061,234988892911135,234988892912315,234988892975317,234988892975983,1180,63002,666,64848
9062,234988893061703,234988893063505,234988893125929,234988893126595,1802,62424,666,64892
9063,234988893212717,234988893213895,234988893276809,234988893277493,1178,62914,684,64776
9064,234988893363769,234988893365929,234988893428191,234988893428861,2160,62262,670,65092
9065,234988893515419,234988893516605,234988893578191,234988893578831,1186,61586,640,63412
9066,234988893664775,234988893665935,234988893730297,234988893730985,1160,64362,688,66210
9067,234988893817397,234988893818549,234988893880159,234988893880855,1152,61610,696,63458
9068,234988893974123,234988893975307,234988894037075,234988894037743,1184,61768,668,63620
9069,234988894124335,234988894125497,234988894189505,234988894190159,1162,64008,654,65824
9070,234988894276589,234988894277789,234988894340047,234988894340741,1200,62258,694,64152
9071,234988894426783,234988894428097,234988894491149,234988894491811,1314,63052,662,65028
9072,234988894585889,234988894587103,234988894649279,234988894649957,1214,62176,678,64068
9073,234988894736809,234988894738513,234988894802107,234988894802747,1704,63594,640,65938
9074,234988894888921,234988894890673,234988894951885,234988894952593,1752,61212,708,63672
9075,234988895039045,234988895041201,234988895103043,234988895103721,2156,61842,678,64676
9076,234988895197573,234988895199793,234988895260403,234988895261057,2220,60610,654,63484
9077,234988895347291,234988895348441,234988895411273,234988895411933,1150,62832,660,64642
9078,234988895497951,234988895499629,234988895562819,234988895563495,1678,63190,676,65544
9079,234988895650481,234988895651759,234988895713943,234988895714615,1278,62184,672,64134
9080,234988895801791,234988895802967,234988895865149,234988895865845,1176,62182,696,64054
9081,234988895954465,234988895956223,234988896018839,234988896019517,1758,62616,678,65052
9082,234988896107863,234988896110081,234988896172247,234988896172925,2218,62166,678,65062
9083,234988896270241,234988896271579,234988896297625,234988896298289,1338,26046,664,28048
9084,234988896386741,234988896388885,234988896451327,234988896452015,2144,62442,688,65274
9085,234988896540757,234988896541933,234988896605539,234988896606185,1176,63606,646,65428
9086,234988896698479,234988896699887,234988896762575,234988896763231,1408,62688,656,64752
9087,234988896855415,234988896856615,234988896920821,234988896921481,1200,64206,660,66066
9088,234988897014313,234988897016069,234988897077961,234988897078613,1756,61892,652,64300
9089,234988897170859,234988897172071,234988897236161,234988897236845,1212,64090,684,65986
9090,234988897329415,234988897330603,234988897395487,234988897396171,1188,64884,684,66756
9091,234988897494395,234988897496155,234988897560871,234988897561559,1760,64716,688,67164
9092,234988897659877,234988897662085,234988897727143,234988897727797,2208,65058,654,67920
9093,234988897825553,234988897827763,234988897892221,234988897892893,2210,64458,672,67340
9094,234988898011817,234988898014033,234988898079859,234988898080529,2216,65826,670,68712
9095,234988898190059,234988898191409,234988898256971,234988898257661,1350,65562,690,67602
9096,234988898362793,234988898364053,234988898431849,234988898432503,1260,67796,654,69710
9097,234988898536825,234988898539279,234988898605751,234988898606437,2454,66472,686,69612
9098,234988898710813,234988898712107,234988898779643,234988898780279,1294,67536,636,69466
9099,234988898885009,234988898886353,234988898952007,234988898952653,1344,65654,646,67644
9100,234988899069689,234988899072101,234988899144155,234988899144817,2412,72054,662,75128
9101,234988899260605,234988899262061,234988899332725,234988899333391,1456,70664,666,72786
9102,234988899449681,234988899451133,234988899520585,234988899521275,1452,69452,690,71594
9103,234988899637397,234988899640081,234988899711541,234988899712207,2684,71460,666,74810
9104,234988899836717,234988899838235,234988899908101,234988899908749,1518,69866,648,72032
9105,234988900024679,234988900026947,234988900095607,234988900096249,2268,68660,642,71570
9106,234988900212205,234988900213633,234988900285153,234988900285781,1428,71520,628,73576
9107,234988900402061,234988900403479,234988900472743,234988900473407,1418,69264,664,71346
9108,234988900589683,234988900591089,234988900663759,234988900664425,1406,72670,666,74742
9109,234988900781479,234988900782977,234988900850107,234988900850795,1498,67130,688,69316
9110,234988900966565,234988900969091,234988901038351,234988901038999,2526,69260,648,72434
9111,234988901166839,234988901168275,234988901237749,234988901238443,1436,69474,694,71604
9112,234988901354081,234988901355515,234988901427395,234988901428045,1434,71880,650,73964
9113,234988901552797,234988901554265,234988901625209,234988901625863,1468,70944,654,73066
9114,234988901742413,234988901743853,234988901813923,234988901814583,1440,70070,660,72170
9115,234988901938685,234988901940121,234988902013871,234988902014519,1436,73750,648,75834
9116,234988902129413,234988902131731,234988902199805,234988902200491,2318,68074,686,71078
9117,234988902316141,234988902317551,234988902388057,234988902388719,1410,70506,662,72578
9118,234988902504043,234988902505483,234988902575581,234988902576253,1440,70098,672,72210
9119,234988902691493,234988902692875,234988902763891,234988902764555,1382,71016,664,73062
9120,234988902880017,234988902881453,234988902950875,234988902951625,1436,69422,750,71608
9121,234988903066999,234988903069393,234988903139681,234988903140371,2394,70288,690,73372
9122,234988903255793,234988903257443,234988903327983,234988903328639,1650,70540,656,72846
9123,234988903444041,234988903445459,234988903514987,234988903515685,1418,69528,698,71644
9124,234988903631771,234988903633921,234988903704539,234988903705207,2150,70618,668,73436
9125,234988903829447,234988903831237,234988903899901,234988903900561,1790,68664,660,71114
9126,234988904016289,234988904018589,234988904090149,234988904090785,2300,71560,636,74496
9127,234988904214757,234988904216173,234988904284985,234988904285645,1416,68812,660,70888
9128,234988904402345,234988904404453,234988904473891,234988904474545,2108,69438,654,72200
9129,234988904590693,234988904593345,234988904663861,234988904664533,2652,70516,672,73840
9130,234988904780819,234988904783197,234988904851537,234988904852209,2378,68340,672,71390
9131,234988904968187,234988904969593,234988905041261,234988905041911,1406,71668,650,73724
9132,234988905158081,234988905159499,234988905228553,234988905229223,1418,69054,670,71142
9133,234988905345443,234988905347723,234988905418397,234988905419057,2280,70674,660,73614
9134,234988905535129,234988905536573,234988905607639,234988905608279,1444,71066,640,73150
9135,234988905734221,234988905735653,234988905804683,234988905805349,1432,69030,666,71128
9136,234988905921691,234988905923081,234988905996065,234988905996739,1390,72984,674,75048
9137,234988906112839,234988906114621,234988906186469,234988906187141,1782,71848,672,74302
9138,234988906303429,234988906304839,234988906377919,234988906378591,1410,73080,672,75162
9139,234988906494157,234988906496477,234988906566805,234988906567483,2320,70328,678,73326
9140,234988906683527,234988906685791,234988906755133,234988906755799,2264,69342,666,72272
9141,234988906871729,234988906873135,234988906944895,234988906945591,1406,71760,696,73862
9142,234988907061647,234988907063141,234988907134349,234988907135047,1494,71208,698,73400
9143,234988907260069,234988907262367,234988907330471,234988907331169,2298,68104,698,71100
9144,234988907447161,234988907449247,234988907520247,234988907520941,2086,71000,694,73780
9145,234988907645563,234988907647853,234988907716889,234988907717533,2290,69036,644,71970
9146,234988907833025,234988907834461,234988907904049,234988907904707,1436,69588,658,71682
9147,234988908020659,234988908022111,234988908093271,234988908093929,1452,71160,658,73270
9148,234988908210491,234988908211889,234988908285535,234988908286223,1398,73646,688,75732
9149,234988908402053,234988908404797,234988908472333,234988908472991,2744,67536,658,70938
9150,234988908588805,234988908590239,234988908661111,234988908661771,1434,70872,660,72966
9151,234988908777797,234988908779275,234988908849203,234988908849865,1478,69928,662,72068
9152,234988908965443,234988908966869,234988909036259,234988909036915,1426,69390,656,71472
9153,234988909152911,234988909155283,234988909224749,234988909225399,2372,69466,650,72488
9154,234988909341593,234988909344005,234988909413061,234988909413731,2412,69056,670,72138
9155,234988909539035,234988909540471,234988909611385,234988909612045,1436,70914,660,73010
9156,234988909728643,234988909730953,234988909801569,234988909802231,2310,70616,662,73588
9157,234988909918043,234988909919417,234988909990801,234988909991479,1374,71384,678,73436
9158,234988910119729,234988910121155,234988910191613,234988910192269,1426,70458,656,72540
9159,234988910317685,234988910319101,234988910390833,234988910391491,1416,71732,658,73806
9160,234988910507303,234988910509619,234988910581319,234988910581991,2316,71700,672,74688
9161,234988910698427,234988910699869,234988910770543,234988910771227,1442,70674,684,72800
9162,234988910887339,234988910888771,234988910957903,234988910958569,1432,69132,666,71230
9163,234988911074435,234988911075805,234988911145861,234988911146531,1370,70056,670,72096
9164,234988911262585,234988911264005,234988911335267,234988911335927,1420,71262,660,73342
9165,234988911459701,234988911461129,234988911530719,234988911531409,1428,69590,690,71708
9166,234988911647215,234988911648649,234988911718429,234988911719111,1434,69780,682,71896
9167,234988911834745,234988911837077,234988911905273,234988911905921,2332,68196,648,71176
9168,234988912021891,234988912024277,234988912094251,234988912094911,2386,69974,660,73020
9169,234988912211089,234988912213387,234988912283729,234988912284407,2298,70342,678,73318
9170,234988912400297,234988912401683,234988912474565,234988912475227,1386,72882,662,74930
9171,234988912591043,234988912593349,234988912661611,234988912662277,2306,68262,666,71234
9172,234988912778135,234988912779553,234988912849175,234988912849849,1418,69622,674,71714
9173,234988912966201,234988912968487,234988913039011,234988913039681,2286,70524,670,73480
9174,234988913163809,234988913165269,234988913235427,234988913236111,1460,70158,684,72302
9175,234988913360987,234988913363859,234988913433155,234988913433821,2872,69296,666,72834
9176,234988913550083,234988913551513,234988913620285,234988913620969,1430,68772,684,70886
9177,234988913736607,234988913738059,234988913806087,234988913806765,1452,68028,678,70158
9178,234988913922967,234988913925293,234988913995357,234988913996039,2326,70064,682,73072
9179,234988914112369,234988914113803,234988914184789,234988914185465,1434,70986,676,73096
9180,234988914301181,234988914302591,234988914372325,234988914373013,1410,69734,688,71832
9181,234988914489089,234988914490477,234988914560195,234988914560819,1388,69718,624,71730
9182,234988914676777,234988914679135,234988914749029,234988914749711,2358,69894,682,72934
9183,234988914865495,234988914866905,234988914937349,234988914938021,1410,70444,672,72526
9184,234988915053871,234988915055317,234988915123565,234988915124227,1446,68248,662,70356
9185,234988915248541,234988915249975,234988915320725,234988915321417,1434,70750,692,72876
9186,234988915436957,234988915438441,234988915506421,234988915507067,1484,67980,646,70110
9187,234988915623011,234988915624433,234988915694605,234988915695281,1422,70172,676,72270
9188,234988915811263,234988915813613,234988915883787,234988915884445,2350,70174,658,73182
9189,234988916000315,234988916002615,234988916075183,234988916075839,2300,72568,656,75524
9190,234988916199877,234988916201339,234988916271979,234988916272661,1462,70640,682,72784
9191,234988916388691,234988916390149,234988916460637,234988916461315,1458,70488,678,72624
9192,234988916577037,234988916579333,234988916649865,234988916650529,2296,70532,664,73492
9193,234988916766497,234988916767933,234988916838343,234988916839021,1436,70410,678,72524
9194,234988916955173,234988916956639,234988917027761,234988917028441,1466,71122,680,73268
9195,234988917153263,234988917154661,234988917227123,234988917227807,1398,72462,684,74544
9196,234988917343063,234988917344525,234988917413785,234988917414457,1462,69260,672,71394
9197,234988917531017,234988917532465,234988917601247,234988917601951,1448,68782,704,70934
9198,234988917718339,234988917719753,234988917790537,234988917791221,1414,70784,684,72882
9199,234988917906695,234988917908101,234988917978763,234988917979397,1406,70662,634,72702
9200,234988918095343,234988918096765,234988918164947,234988918165597,1422,68182,650,70254
9201,234988918281761,234988918284145,234988918353331,234988918353961,2384,69186,630,72200
9202,234988918470331,234988918471749,234988918541945,234988918542605,1418,70196,660,72274
9203,234988918658599,234988918660027,234988918730237,234988918730927,1428,70210,690,72328
9204,234988918855033,234988918857325,234988918926295,234988918926959,2292,68970,664,71926
9205,234988919052025,234988919054857,234988919123521,234988919124173,2832,68664,652,72148
9206,234988919248549,234988919250955,234988919319243,234988919319917,2406,68288,674,71368
9207,234988919436337,234988919437781,234988919507063,234988919507755,1444,69282,692,71418
9208,234988919623381,234988919625751,234988919694235,234988919694931,2370,68484,696,71550
9209,234988919811847,234988919813279,234988919883517,234988919884217,1432,70238,700,72370
9210,234988920000157,234988920001549,234988920072785,234988920073463,1392,71236,678,73306
9211,234988920189755,234988920191185,234988920261199,234988920261871,1430,70014,672,72116
9212,234988920378301,234988920379759,234988920448771,234988920449465,1458,69012,694,71164
9213,234988920565547,234988920566911,234988920639473,234988920640139,1364,72562,666,74592
9214,234988920755811,234988920757673,234988920830245,234988920830909,1862,72572,664,75098
9215,234988920962603,234988920964013,234988921035805,234988921036457,1410,71792,652,73854
9216,234988921151675,234988921153109,234988921224139,234988921224815,1434,71030,676,73140
9217,234988921340437,234988921342741,234988921411715,234988921412377,2304,68974,662,71940
9218,234988921527529,234988921528951,234988921597993,234988921598687,1422,69042,694,71158
9219,234988921713967,234988921715359,234988921788637,234988921789301,1392,73278,664,75334
9220,234988921905061,234988921906483,234988921977343,234988921978027,1422,70860,684,72966
9221,234988922105645,234988922107067,234988922178437,234988922179103,1422,71370,666,73458
9222,234988922294921,234988922296369,234988922365757,234988922366401,1448,69388,644,71480
9223,234988922482933,234988922484889,234988922555485,234988922556193,1956,70596,708,73260
9224,234988922672479,234988922673943,234988922744545,234988922745209,1464,70602,664,72730
9225,234988922860801,234988922862205,234988922933683,234988922934365,1404,71478,682,73564
9226,234988923058609,234988923060077,234988923127987,234988923128665,1468,67910,678,70056
9227,234988923244903,234988923246275,234988923317723,234988923318391,1372,71448,668,73488
9228,234988923434297,234988923435691,234988923505691,234988923506365,1394,70000,674,72068
9229,234988923621839,234988923623255,234988923693791,234988923694457,1416,70536,666,72618
9230,234988923810529,234988923811987,234988923880825,234988923881447,1458,68838,622,70918
9231,234988923997559,234988923998963,234988924068895,234988924069579,1404,69932,684,72020
9232,234988924185775,234988924188131,234988924257761,234988924258427,2356,69630,666,72652
9233,234988924374601,234988924376117,234988924446613,234988924447253,1516,70496,640,72652
9234,234988924563217,234988924565497,234988924635107,234988924635787,2280,69610,680,72570
9235,234988924751845,234988924753237,234988924825237,234988924825933,1392,72000,696,74088
9236,234988924950187,234988924951613,234988925022541,234988925023205,1426,70928,664,73018
9237,234988925125381,234988925126615,234988925189717,234988925190377,1234,63102,660,64996
9238,234988925286319,234988925287549,234988925352761,234988925353433,1230,65212,672,67114
9239,234988925448889,234988925450123,234988925513599,234988925514293,1234,63476,694,65404
9240,234988925609875,234988925612245,234988925674811,234988925675459,2370,62566,648,65584
9241,234988925770711,234988925772883,234988925836801,234988925837467,2172,63918,666,66756
9242,234988925932795,234988925934049,234988925996929,234988925997583,1254,62880,654,64788
9243,234988926092861,234988926095095,234988926159191,234988926159881,2234,64096,690,67020
9244,234988926254825,234988926256045,234988926321271,234988926321943,1220,65226,672,67118
9245,234988926417241,234988926418501,234988926481241,234988926481907,1260,62740,666,64666
9246,234988926584905,234988926587141,234988926649849,234988926650531,2236,62708,682,65626
9247,234988926745763,234988926747049,234988926812663,234988926813325,1286,65614,662,67562
9248,234988926909355,234988926912031,234988926975899,234988926976571,2676,63868,672,67216
9249,234988927071551,234988927072805,234988927136073,234988927136749,1254,63268,676,65198
9250,234988927240285,234988927241521,234988927306513,234988927307197,1236,64992,684,66912
9251,234988927402303,234988927404499,234988927466287,234988927466953,2196,61788,666,64650
9252,234988927561427,234988927562665,234988927626229,234988927626911,1238,63564,682,65484
9253,234988927721447,234988927723649,234988927789787,234988927790443,2202,66138,656,68996
9254,234988927885595,234988927887769,234988927951909,234988927952567,2174,64140,658,66972
9255,234988928048899,234988928050103,234988928115889,234988928116567,1204,65786,678,67668
9256,234988928219623,234988928220821,234988928286745,234988928287421,1198,65924,676,67798
9257,234988928391017,234988928392523,234988928417155,234988928417837,1506,24632,682,26820
9258,234988928511491,234988928512729,234988928576651,234988928577305,1238,63922,654,65814
9259,234988928672447,234988928673683,234988928736733,234988928737379,1236,63050,646,64932
9260,234988928832715,234988928834993,234988928897123,234988928897773,2278,62130,650,65058
9261,234988928992507,234988928993737,234988929058231,234988929058849,1230,64494,618,66342
9262,234988929153397,234988929155579,234988929218293,234988929218959,2182,62714,666,65562
9263,234988929313585,234988929314789,234988929379099,234988929379777,1204,64310,678,66192
9264,234988929474325,234988929475633,234988929539143,234988929539761,1308,63510,618,65436
9265,234988929634487,234988929635725,234988929700141,234988929700795,1238,64416,654,66308
9266,234988929796201,234988929797561,234988929859517,234988929860207,1360,61956,690,64006
9267,234988929955291,234988929956527,234988930020163,234988930020839,1236,63636,676,65548
9268,234988930123333,234988930125535,234988930188637,234988930189325,2202,63102,688,65992
9269,234988930284179,234988930285417,234988930350433,234988930351105,1238,65016,672,66926
9270,234988930446845,234988930449029,234988930511375,234988930512051,2184,62346,676,65206
9271,234988930606865,234988930608091,234988930674047,234988930674703,1226,65956,656,67838
9272,234988930769849,234988930771103,234988930837213,234988930837909,1254,66110,696,68060
9273,234988930934843,234988930936121,234988931006291,234988931006957,1278,70170,666,72114
9274,234988931115997,234988931117269,234988931182555,234988931183255,1272,65286,700,67258
9275,234988931284873,234988931287073,234988931353105,234988931353789,2200,66032,684,68916
9276,234988931455061,234988931456383,234988931519689,234988931520349,1322,63306,660,65288
9277,234988931621617,234988931622901,234988931689825,234988931690503,1284,66924,678,68886
9278,234988931800459,234988931801809,234988931871493,234988931872163,1350,69684,670,71704
9279,234988931990251,234988931991613,234988932061037,234988932061707,1362,69424,670,71456
9280,234988932170753,234988932173009,234988932241769,234988932242447,2256,68760,678,71694
9281,234988932352331,234988932354637,234988932423389,234988932424009,2306,68752,620,71678
9282,234988932535277,234988932536725,234988932604205,234988932604865,1448,67480,660,69588
9283,234988932720773,234988932722255,234988932790367,234988932791039,1482,68112,672,70266
9284,234988932907321,234988932908747,234988932978085,234988932978749,1426,69338,664,71428
9285,234988933095629,234988933097029,234988933167325,234988933168007,1400,70296,682,72378
9286,234988933283725,234988933285163,234988933357153,234988933357811,1438,71990,658,74086
9287,234988933473379,234988933474805,234988933545191,234988933545857,1426,70386,666,72478
9288,234988933661669,234988933663085,234988933734931,234988933735601,1416,71846,670,73932
9289,234988933860109,234988933861535,234988933933235,234988933933925,1426,71700,690,73816
9290,234988934050489,234988934051921,234988934123395,234988934124055,1432,71474,660,73566
9291,234988934247893,234988934249291,234988934319221,234988934319881,1398,69930,660,71988
9292,234988934436065,234988934437495,234988934506255,234988934506925,1430,68760,670,70860
9293,234988934623249,234988934624675,234988934695861,234988934696563,1426,71186,702,73314
9294,234988934812267,234988934813699,234988934885413,234988934886079,1432,71714,666,73812
9295,234988935010721,234988935013025,234988935084865,234988935085543,2304,71840,678,74822
9296,234988935202301,234988935204587,234988935274121,234988935274783,2286,69534,662,72482
9297,234988935390953,234988935393163,234988935462275,234988935462929,2210,69112,654,71976
9298,234988935578891,234988935580315,234988935650251,234988935650941,1424,69936,690,72050
9299,234988935774805,234988935776233,234988935848497,234988935849175,1428,72264,678,74370
9300,234988935964745,234988935966149,234988936037723,234988936038421,1404,71574,698,73676
9301,234988936154341,234988936156027,234988936226353,234988936227013,1686,70326,660,72672
9302,234988936342793,234988936344229,234988936415009,234988936415635,1436,70780,626,72842
9303,234988936533403,234988936534819,234988936606903,234988936607525,1416,72084,622,74122
9304,234988936723013,234988936725407,234988936795409,234988936796095,2394,70002,686,73082
9305,234988936912267,234988936913693,234988936986109,234988936986757,1426,72416,648,74490
9306,234988937113009,234988937114443,234988937184665,234988937185303,1434,70222,638,72294
9307,234988937301847,234988937303563,234988937375281,234988937375939,1716,71718,658,74092
9308,234988937491891,234988937493319,234988937563519,234988937564183,1428,70200,664,72292
9309,234988937688451,234988937689999,234988937757721,234988937758405,1548,67722,684,69954
9310,234988937874719,234988937876131,234988937946017,234988937946673,1412,69886,656,71954
9311,234988938062219,234988938064403,234988938137033,234988938137713,2184,72630,680,75494
