trace,round_start_tsc,round_done_tsc,rest_start_tsc,trace_done_tsc,first_round_cycles,attacker_measurement_window_cycles,rest_aes_cycles,trace_wall_cycles
1608,234987504867535,234987504869869,234987504939815,234987504940483,2334,69946,668,72948
1609,234987505056689,234987505058153,234987505127141,234987505127837,1464,68988,696,71148
1610,234987505251631,234987505253353,234987505326007,234987505326665,1722,72654,658,75034
1611,234987505451029,234987505453369,234987505522339,234987505523023,2340,68970,684,71994
1612,234987505639147,234987505640567,234987505710899,234987505711585,1420,70332,686,72438
1613,234987505827535,234987505829827,234987505898635,234987505899311,2292,68808,676,71776
1614,234987506015395,234987506016805,234987506086843,234987506087531,1410,70038,688,72136
1615,234987506202845,234987506204237,234987506275345,234987506275967,1392,71108,622,73122
1616,234987506392105,234987506394389,234987506466953,234987506467621,2284,72564,668,75516
1617,234987506583797,234987506585245,234987506654653,234987506655313,1448,69408,660,71516
1618,234987506771341,234987506772781,234987506843203,234987506843809,1440,70422,606,72468
1619,234987506959595,234987506960995,234987507031603,234987507032267,1400,70608,664,72672
1620,234987507162419,234987507163843,234987507233509,234987507234187,1424,69666,678,71768
1621,234987507349627,234987507351943,234987507420953,234987507421625,2316,69010,672,71998
1622,234987507536993,234987507539317,234987507609047,234987507609743,2324,69730,696,72750
1623,234987507725351,234987507726785,234987507797537,234987507798193,1434,70752,656,72842
1624,234987507914347,234987507915745,234987507986839,234987507987461,1398,71094,622,73114
1625,234987508103549,234987508105013,234987508174487,234987508175131,1464,69474,644,71582
1626,234987508291513,234987508293805,234987508365379,234987508366051,2292,71574,672,74538
1627,234987508490671,234987508492129,234987508563397,234987508564073,1458,71268,676,73402
1628,234987508680035,234987508681429,234987508753891,234987508754569,1394,72462,678,74534
1629,234987508870069,234987508871645,234987508941683,234987508942321,1576,70038,638,72252
1630,234987509066611,234987509068057,234987509137693,234987509138333,1446,69636,640,71722
1631,234987509254241,234987509255657,234987509325967,234987509326615,1416,70310,648,72374
1632,234987509442671,234987509444989,234987509514043,234987509514671,2318,69054,628,72000
1633,234987509629901,234987509631337,234987509701963,234987509702627,1436,70626,664,72726
1634,234987509818883,234987509821261,234987509891587,234987509892253,2378,70326,666,73370
1635,234987510007969,234987510010273,234987510079325,234987510080021,2304,69052,696,72052
1636,234987510195733,234987510197155,234987510268043,234987510268711,1422,70888,668,72978
1637,234987510384695,234987510386143,234987510456157,234987510456827,1448,70014,670,72132
1638,234987510572453,234987510573869,234987510642067,234987510642691,1416,68198,624,70238
1639,234987510758915,234987510760319,234987510832135,234987510832799,1404,71816,664,73884
1640,234987510956917,234987510958409,234987511026629,234987511027309,1492,68220,680,70392
1641,234987511143067,234987511144459,234987511216693,234987511217359,1392,72234,666,74292
1642,234987511333655,234987511335107,234987511404937,234987511405603,1452,69830,666,71948
1643,234987511529413,234987511530863,234987511602157,234987511602811,1450,71294,654,73398
1644,234987511718731,234987511720151,234987511790135,234987511790831,1420,69984,696,72100
1645,234987511906709,234987511908137,234987511981811,234987511982473,1428,73674,662,75764
1646,234987512098495,234987512099915,234987512171033,234987512171687,1420,71118,654,73192
1647,234987512287411,234987512288833,234987512359309,234987512359961,1422,70476,652,72550
1648,234987512476109,234987512477515,234987512547967,234987512548609,1406,70452,642,72500
1649,234987512664755,234987512666195,234987512735207,234987512735855,1440,69012,648,71100
1650,234987512867797,234987512870087,234987512939461,234987512940143,2290,69374,682,72346
1651,234987513056513,234987513057943,234987513127411,234987513128101,1430,69468,690,71588
1652,234987513243959,234987513246305,234987513316921,234987513317581,2346,70616,660,73622
1653,234987513433181,234987513434633,234987513504629,234987513505295,1452,69996,666,72114
1654,234987513621191,234987513622661,234987513693599,234987513694289,1470,70938,690,73098
1655,234987513810193,234987513812515,234987513881825,234987513882533,2322,69310,708,72340
1656,234987513998915,234987514001489,234987514072085,234987514072753,2574,70596,668,73838
1657,234987514188799,234987514190227,234987514260413,234987514261067,1428,70186,654,72268
1658,234987514390505,234987514391945,234987514461887,234987514462561,1440,69942,674,72056
1659,234987514578941,234987514580393,234987514651613,234987514652267,1452,71220,654,73326
1660,234987514776343,234987514777765,234987514848463,234987514849139,1422,70698,676,72796
1661,234987514965239,234987514966675,234987515035781,234987515036453,1436,69106,672,71214
1662,234987515153591,234987515154997,234987515225993,234987515226613,1406,70996,620,73022
1663,234987515342383,234987515343811,234987515412977,234987515413651,1428,69166,674,71268
1664,234987515530123,234987515531561,234987515600923,234987515601599,1438,69362,676,71476
1665,234987515717119,234987515718511,234987515788301,234987515788975,1392,69790,674,71856
1666,234987515905117,234987515906539,234987515977591,234987515978227,1422,71052,636,73110
1667,234987516093889,234987516095315,234987516165587,234987516166253,1426,70272,666,72364
1668,234987516282625,234987516284941,234987516354095,234987516354775,2316,69154,680,72150
1669,234987516470867,234987516472267,234987516543001,234987516543697,1400,70734,696,72830
1670,234987516667697,234987516670019,234987516737131,234987516737767,2322,67112,636,70070
1671,234987516854305,234987516855691,234987516927037,234987516927709,1386,71346,672,73404
1672,234987517043791,234987517045279,234987517114967,234987517115623,1488,69688,656,71832
1673,234987517231777,234987517234103,234987517303057,234987517303721,2326,68954,664,71944
1674,234987517427581,234987517428953,234987517500295,234987517500959,1372,71342,664,73378
1675,234987517616953,234987517619773,234987517687705,234987517688309,2820,67932,604,71356
1676,234987517804469,234987517806191,234987517876663,234987517877323,1722,70472,660,72854
1677,234987517993237,234987517995601,234987518065765,234987518066445,2364,70164,680,73208
1678,234987518182501,234987518183921,234987518254067,234987518254705,1420,70146,638,72204
1679,234987518370703,234987518372127,234987518441819,234987518442503,1424,69692,684,71800
1680,234987518567269,234987518568703,234987518638459,234987518639149,1434,69756,690,71880
1681,234987518755151,234987518756579,234987518826667,234987518827327,1428,70088,660,72176
1682,234987518942861,234987518944297,234987519012737,234987519013399,1436,68440,662,70538
1683,234987519129271,234987519130663,234987519201245,234987519201919,1392,70582,674,72648
1684,234987519317651,234987519319111,234987519388261,234987519388919,1460,69150,658,71268
1685,234987519504545,234987519505945,234987519575579,234987519576217,1400,69634,638,71672
1686,234987519691927,234987519694219,234987519763367,234987519764059,2292,69148,692,72132
1687,234987519879541,234987519880969,234987519950329,234987519951007,1428,69360,678,71466
1688,234987520067815,234987520070107,234987520140523,234987520141183,2292,70416,660,73368
1689,234987520256999,234987520258375,234987520329515,234987520330169,1376,71140,654,73170
1690,234987520464595,234987520466017,234987520536713,234987520537399,1422,70696,686,72804
1691,234987520653179,234987520654597,234987520724987,234987520725649,1418,70390,662,72470
1692,234987520841531,234987520842949,234987520913539,234987520914181,1418,70590,642,72650
1693,234987521030033,234987521032337,234987521101637,234987521102323,2304,69300,686,72290
1694,234987521218145,234987521219651,234987521288521,234987521289199,1506,68870,678,71054
1695,234987521413975,234987521415383,234987521486843,234987521487523,1408,71460,680,73548
1696,234987521603495,234987521604911,234987521675153,234987521675819,1416,70242,666,72324
1697,234987521791501,234987521794325,234987521862757,234987521863439,2824,68432,682,71938
1698,234987521979589,234987521981011,234987522053297,234987522053999,1422,72286,702,74410
1699,234987522169757,234987522171943,234987522240203,234987522240865,2186,68260,662,71108
1700,234987522365633,234987522368105,234987522437873,234987522438521,2472,69768,648,72888
1701,234987522554825,234987522556249,234987522628663,234987522629323,1424,72414,660,74498
1702,234987522745075,234987522747187,234987522820237,234987522820909,2112,73050,672,75834
1703,234987522936413,234987522938813,234987523008373,234987523009081,2400,69560,708,72668
1704,234987523125031,234987523126471,234987523195261,234987523195951,1440,68790,690,70920
1705,234987523306643,234987523307863,234987523374757,234987523375427,1220,66894,670,68784
1706,234987523480215,234987523481479,234987523546171,234987523546865,1264,64692,694,66650
1707,234987523642535,234987523643779,234987523707803,234987523708451,1244,64024,648,65916
1708,234987523803025,234987523804259,234987523869853,234987523870505,1234,65594,652,67480
1709,234987523966139,234987523967359,234987524034067,234987524034715,1220,66708,648,68576
1710,234987524129395,234987524131559,234987524195591,234987524196271,2164,64032,680,66876
1711,234987524300035,234987524301397,234987524326511,234987524327173,1362,25114,662,27138
1712,234987524421341,234987524422571,234987524484931,234987524485597,1230,62360,666,64256
1713,234987524580487,234987524582683,234987524646823,234987524647507,2196,64140,684,67020
1714,234987524743075,234987524744287,234987524809805,234987524810461,1212,65518,656,67386
1715,234987524905625,234987524906821,234987524972491,234987524973175,1196,65670,684,67550
1716,234987525068197,234987525069447,234987525134281,234987525134939,1250,64834,658,66742
1717,234987525229885,234987525232115,234987525295109,234987525295807,2230,62994,698,65922
1718,234987525390793,234987525392027,234987525457655,234987525458339,1234,65628,684,67546
1719,234987525553151,234987525554371,234987525620767,234987525621439,1220,66396,672,68288
1720,234987525716887,234987525718079,234987525783097,234987525783757,1192,65018,660,66870
1721,234987525878761,234987525879991,234987525943751,234987525944413,1230,63760,662,65652
1722,234987526054565,234987526055795,234987526120487,234987526121137,1230,64692,650,66572
1723,234987526217149,234987526218389,234987526284215,234987526284905,1240,65826,690,67756
1724,234987526387369,234987526388599,234987526452053,234987526452749,1230,63454,696,65380
1725,234987526547611,234987526548871,234987526612189,234987526612849,1260,63318,660,65238
1726,234987526707479,234987526709677,234987526773715,234987526774381,2198,64038,666,66902
1727,234987526868647,234987526869863,234987526933045,234987526933715,1216,63182,670,65068
1728,234987527027921,234987527029153,234987527094881,234987527095571,1232,65728,690,67650
1729,234987527190691,234987527192687,234987527258369,234987527259035,1996,65682,666,68344
1730,234987527354425,234987527355673,234987527420417,234987527421077,1248,64744,660,66652
1731,234987527515823,234987527517049,234987527581615,234987527582321,1226,64566,706,66498
1732,234987527685695,234987527686921,234987527753345,234987527754019,1226,66424,674,68324
1733,234987527849371,234987527850623,234987527916311,234987527916997,1252,65688,686,67626
1734,234987528011995,234987528013225,234987528076697,234987528077383,1230,63472,686,65388
1735,234987528172255,234987528173513,234987528237121,234987528237827,1258,63608,706,65572
1736,234987528332711,234987528333949,234987528397531,234987528398221,1238,63582,690,65510
1737,234987528492925,234987528494135,234987528559279,234987528559939,1210,65144,660,67014
1738,234987528655057,234987528656267,234987528720757,234987528721441,1210,64490,684,66384
1739,234987528816533,234987528817769,234987528881617,234987528882295,1236,63848,678,65762
1740,234987528977407,234987528978635,234987529045679,234987529046375,1228,67044,696,68968
1741,234987529155709,234987529157005,234987529222087,234987529222783,1296,65082,696,67074
1742,234987529336917,234987529338169,234987529405013,234987529405693,1252,66844,680,68776
1743,234987529515073,234987529517299,234987529581805,234987529582495,2226,64506,690,67422
1744,234987529683431,234987529684711,234987529749173,234987529749833,1280,64462,660,66402
1745,234987529853695,234987529855463,234987529922899,234987529923589,1768,67436,690,69894
1746,234987530032705,234987530034023,234987530106035,234987530106649,1318,72012,614,73944
1747,234987530216017,234987530217391,234987530285717,234987530286379,1374,68326,662,70362
1748,234987530395943,234987530397319,234987530464745,234987530465387,1376,67426,642,69444
1749,234987530574307,234987530575673,234987530644805,234987530645479,1366,69132,674,71172
1750,234987530762129,234987530763563,234987530833661,234987530834249,1434,70098,588,72120
1751,234987530950019,234987530951473,234987531024131,234987531024793,1454,72658,662,74774
1752,234987531141041,234987531143215,234987531212851,234987531213467,2174,69636,616,72426
1753,234987531337721,234987531339169,234987531409763,234987531410383,1448,70594,620,72662
1754,234987531526313,234987531527699,234987531599153,234987531599809,1386,71454,656,73496
1755,234987531715523,234987531718321,234987531789349,234987531790013,2798,71028,664,74490
1756,234987531906037,234987531908333,234987531978829,234987531979513,2296,70496,684,73476
1757,234987532095223,234987532097533,234987532168571,234987532169299,2310,71038,728,74076
1758,234987532285607,234987532287067,234987532355651,234987532356299,1460,68584,648,70692
1759,234987532479611,234987532481033,234987532551311,234987532552019,1422,70278,708,72408
1760,234987532667629,234987532669069,234987532739567,234987532740259,1440,70498,692,72630
1761,234987532856275,234987532858559,234987532929779,234987532930477,2284,71220,698,74202
1762,234987533046521,234987533048797,234987533117935,234987533118629,2276,69138,694,72108
1763,234987533242543,234987533244913,234987533315015,234987533315689,2370,70102,674,73146
1764,234987533431699,234987533434033,234987533505091,234987533505757,2334,71058,666,74058
1765,234987533621851,234987533623267,234987533693641,234987533694305,1416,70374,664,72454
1766,234987533810125,234987533812429,234987533882407,234987533883085,2304,69978,678,72960
1767,234987533998943,234987534001705,234987534070693,234987534071395,2762,68988,702,72452
1768,234987534187097,234987534188509,234987534259429,234987534260089,1412,70920,660,72992
1769,234987534375857,234987534378169,234987534447085,234987534447733,2312,68916,648,71876
1770,234987534564233,234987534565643,234987534637303,234987534637987,1410,71660,684,73754
1771,234987534754585,234987534756095,234987534825871,234987534826499,1510,69776,628,71914
1772,234987534941881,234987534944357,234987535012915,234987535013599,2476,68558,684,71718
1773,234987535128809,234987535130765,234987535200619,234987535201285,1956,69854,666,72476
1774,234987535337243,234987535338665,234987535409155,234987535409869,1422,70490,714,72626
1775,234987535526081,234987535527493,234987535598063,234987535598725,1412,70570,662,72644
1776,234987535714547,234987535717213,234987535785301,234987535785965,2666,68088,664,71418
1777,234987535901983,234987535903667,234987535972135,234987535972783,1684,68468,648,70800
1778,234987536088625,234987536090045,234987536159467,234987536160145,1420,69422,678,71520
1779,234987536276563,234987536279305,234987536348965,234987536349649,2742,69660,684,73086
1780,234987536465605,234987536466983,234987536535745,234987536536397,1378,68762,652,70792
1781,234987536652929,234987536655269,234987536723873,234987536724565,2340,68604,692,71636
1782,234987536840569,234987536842001,234987536914159,234987536914823,1432,72158,664,74254
1783,234987537030727,234987537032143,234987537103279,234987537103943,1416,71136,664,73216
1784,234987537229453,234987537230915,234987537301229,234987537301873,1462,70314,644,72420
1785,234987537417539,234987537418987,234987537487853,234987537488513,1448,68866,660,70974
1786,234987537613379,234987537614821,234987537685247,234987537685931,1442,70426,684,72552
1787,234987537802219,234987537803665,234987537873017,234987537873637,1446,69352,620,71418
1788,234987537989327,234987537991745,234987538059937,234987538060583,2418,68192,646,71256
1789,234987538176223,234987538178545,234987538249397,234987538250075,2322,70852,678,73852
1790,234987538374251,234987538376575,234987538448107,234987538448771,2324,71532,664,74520
1791,234987538564189,234987538565605,234987538634629,234987538635289,1416,69024,660,71100
1792,234987538751495,234987538752929,234987538821913,234987538822571,1434,68984,658,71076
1793,234987538938575,234987538940875,234987539011571,234987539012221,2300,70696,650,73646
1794,234987539137033,234987539138459,234987539210041,234987539210711,1426,71582,670,73678
1795,234987539327293,234987539328845,234987539399303,234987539399969,1552,70458,666,72676
1796,234987539515771,234987539517191,234987539586475,234987539587153,1420,69284,678,71382
1797,234987539703251,234987539705563,234987539774921,234987539775593,2312,69358,672,72342
1798,234987539891677,234987539893951,234987539962765,234987539963437,2274,68814,672,71760
1799,234987540079685,234987540081085,234987540151987,234987540152669,1400,70902,682,72984
1800,234987540268747,234987540270857,234987540340667,234987540341339,2110,69810,672,72592
1801,234987540457361,234987540459653,234987540530585,234987540531299,2292,70932,714,73938
1802,234987540647227,234987540649547,234987540718667,234987540719347,2320,69120,680,72120
1803,234987540834835,234987540836257,234987540905057,234987540905735,1422,68800,678,70900
1804,234987541029623,234987541030979,234987541102285,234987541102945,1356,71306,660,73322
1805,234987541218805,234987541220221,234987541292461,234987541293095,1416,72240,634,74290
1806,234987541417019,234987541418981,234987541491251,234987541491907,1962,72270,656,74888
1807,234987541607467,234987541608871,234987541677865,234987541678531,1404,68994,666,71064
1808,234987541794361,234987541795769,234987541865581,234987541866247,1408,69812,666,71886
1809,234987541982159,234987541983625,234987542053187,234987542053847,1466,69562,660,71688
1810,234987542169251,234987542171609,234987542240549,234987542241251,2358,68940,702,72000
1811,234987542356939,234987542359229,234987542428633,234987542429287,2290,69404,654,72348
1812,234987542544949,234987542546399,234987542616379,234987542617043,1450,69980,664,72094
1813,234987542732671,234987542734127,234987542804417,234987542805083,1456,70290,666,72412
1814,234987542930057,234987542931479,234987543002933,234987543003599,1422,71454,666,73542
1815,234987543119617,234987543121069,234987543192403,234987543193079,1452,71334,676,73462
1816,234987543309205,234987543311515,234987543381787,234987543382465,2310,70272,678,73260
1817,234987543498403,234987543499871,234987543567479,234987543568153,1468,67608,674,69750
1818,234987543683633,234987543685079,234987543754849,234987543755527,1446,69770,678,71894
1819,234987543871289,234987543872711,234987543943789,234987543944479,1422,71078,690,73190
1820,234987544060313,234987544062601,234987544135223,234987544135883,2288,72622,660,75570
1821,234987544252075,234987544254455,234987544323227,234987544323899,2380,68772,672,71824
1822,234987544447991,234987544449427,234987544519297,234987544519969,1436,69870,672,71978
1823,234987544636685,234987544638113,234987544709477,234987544710169,1428,71364,692,73484
1824,234987544833985,234987544835401,234987544904977,234987544905673,1416,69576,696,71688
1825,234987545020747,234987545022173,234987545093231,234987545093905,1426,71058,674,73158
1826,234987545210017,234987545212381,234987545281745,234987545282405,2364,69364,660,72388
1827,234987545398345,234987545400233,234987545472955,234987545473619,1888,72722,664,75274
1828,234987545589109,234987545591507,234987545661703,234987545662355,2398,70196,652,73246
1829,234987545779021,234987545781733,234987545851453,234987545852111,2712,69720,658,73090
1830,234987545968141,234987545969585,234987546040565,234987546041269,1444,70980,704,73128
1831,234987546157159,234987546158587,234987546227741,234987546228403,1428,69154,662,71244
1832,234987546352757,234987546354581,234987546428401,234987546429071,1824,73820,670,76314
1833,234987546544871,234987546546307,234987546615667,234987546616291,1436,69360,624,71420
1834,234987546740509,234987546741953,234987546813563,234987546814231,1444,71610,668,73722
1835,234987546930545,234987546932897,234987547003015,234987547003693,2352,70118,678,73148
1836,234987547119235,234987547121297,234987547193051,234987547193731,2062,71754,680,74496
1837,234987547317787,234987547320193,234987547390565,234987547391249,2406,70372,684,73462
1838,234987547507055,234987547509371,234987547580083,234987547580749,2316,70712,666,73694
1839,234987547696811,234987547698221,234987547767469,234987547768141,1410,69248,672,71330
1840,234987547883813,234987547885259,234987547954277,234987547954901,1446,69018,624,71088
1841,234987548070827,234987548072239,234987548144533,234987548145181,1412,72294,648,74354
1842,234987548261195,234987548263085,234987548333395,234987548334091,1890,70310,696,72896
1843,234987548450005,234987548451443,234987548521465,234987548522135,1438,70022,670,72130
1844,234987548654327,234987548655787,234987548727173,234987548727871,1460,71386,698,73544
1845,234987548843803,234987548845211,234987548918341,234987548919037,1408,73130,696,75234
1846,234987549034565,234987549036155,234987549106417,234987549107081,1590,70262,664,72516
1847,234987549222313,234987549224603,234987549295961,234987549296639,2290,71358,678,74326
1848,234987549412385,234987549413777,234987549487583,234987549488261,1392,73806,678,75876
1849,234987549603479,234987549604895,234987549677137,234987549677833,1416,72242,696,74354
1850,234987549793657,234987549795047,234987549865729,234987549866383,1390,70682,654,72726
1851,234987549982037,234987549983467,234987550053683,234987550054355,1430,70216,672,72318
1852,234987550170821,234987550173109,234987550243409,234987550244059,2288,70300,650,73238
1853,234987550368063,234987550369513,234987550439467,234987550440141,1450,69954,674,72078
1854,234987550565035,234987550566475,234987550635713,234987550636375,1440,69238,662,71340
1855,234987550752527,234987550753945,234987550824475,234987550825135,1418,70530,660,72608
1856,234987550940611,234987550942033,234987551012111,234987551012749,1422,70078,638,72138
1857,234987551128265,234987551129677,234987551199863,234987551200529,1412,70186,666,72264
1858,234987551316653,234987551318077,234987551388845,234987551389495,1424,70768,650,72842
1859,234987551504941,234987551506913,234987551577541,234987551578211,1972,70628,670,73270
1860,234987551694745,234987551696113,234987551768179,234987551768863,1368,72066,684,74118
1861,234987551884681,234987551887003,234987551956153,234987551956801,2322,69150,648,72120
1862,234987552072733,234987552075065,234987552143239,234987552143929,2332,68174,690,71196
1863,234987552260137,234987552261565,234987552329617,234987552330305,1428,68052,688,70168
1864,234987552454723,234987552456133,234987552526331,234987552526985,1410,70198,654,72262
1865,234987552642815,234987552644257,234987552714211,234987552714887,1442,69954,676,72072
1866,234987552831161,234987552833543,234987552903775,234987552904439,2382,70232,664,73278
1867,234987553020103,234987553021531,234987553092299,234987553092961,1428,70768,662,72858
1868,234987553209109,234987553210931,234987553281125,234987553281791,1822,70194,666,72682
1869,234987553405637,234987553407073,234987553478029,234987553478683,1436,70956,654,73046
1870,234987553594223,234987553595659,234987553665331,234987553666015,1436,69672,684,71792
1871,234987553782167,234987553783607,234987553853233,234987553853929,1440,69626,696,71762
1872,234987553969235,234987553971445,234987554040055,234987554040731,2210,68610,676,71496
1873,234987554156717,234987554158121,234987554228627,234987554229287,1404,70506,660,72570
1874,234987554354401,234987554355847,234987554426635,234987554427295,1446,70788,660,72894
1875,234987554544359,234987554545765,234987554615923,234987554616599,1406,70158,676,72240
1876,234987554732971,234987554734403,234987554803763,234987554804423,1432,69360,660,71452
1877,234987554929705,234987554931181,234987555001195,234987555001817,1476,70014,622,72112
1878,234987555117875,234987555120275,234987555190825,234987555191483,2400,70550,658,73608
1879,234987555307699,234987555309113,234987555379757,234987555380441,1414,70644,684,72742
1880,234987555496579,234987555498001,234987555568207,234987555568873,1422,70206,666,72294
1881,234987555684787,234987555686265,234987555755569,234987555756245,1478,69304,676,71458
1882,234987555872099,234987555873517,234987555945023,234987555945707,1418,71506,684,73608
1883,234987556061579,234987556063925,234987556132597,234987556133287,2346,68672,690,71708
1884,234987556249225,234987556250657,234987556322185,234987556322855,1432,71528,670,73630
1885,234987556455649,234987556457035,234987556527355,234987556528027,1386,70320,672,72378
1886,234987556644139,234987556645585,234987556715557,234987556716217,1446,69972,660,72078
1887,234987556832363,234987556833823,234987556902583,234987556903243,1460,68760,660,70880
1888,234987557019275,234987557020699,234987557091599,234987557092237,1424,70900,638,72962
1889,234987557208127,234987557210471,234987557281117,234987557281741,2344,70646,624,73614
1890,234987557397739,234987557399173,234987557469697,234987557470355,1434,70524,658,72616
1891,234987557586803,234987557588221,234987557659355,234987557660041,1418,71134,686,73238
1892,234987557776279,234987557777689,234987557848939,234987557849599,1410,71250,660,73320
1893,234987557965219,234987557966675,234987558035281,234987558035969,1456,68606,688,70750
1894,234987558151859,234987558153299,234987558222869,234987558223481,1440,69570,612,71622
1895,234987558347887,234987558349307,234987558420305,234987558420983,1420,70998,678,73096
1896,234987558536983,234987558538601,234987558609013,234987558609661,1618,70412,648,72678
1897,234987558725965,234987558728305,234987558797977,234987558798625,2340,69672,648,72660
1898,234987558914395,234987558915845,234987558985331,234987558986011,1450,69486,680,71616
1899,234987559102409,234987559104701,234987559175731,234987559176439,2292,71030,708,74030
1900,234987559304299,234987559305707,234987559378573,234987559379263,1408,72866,690,74964
1901,234987559495183,234987559496633,234987559566415,234987559567093,1450,69782,678,71910
1902,234987559683179,234987559684625,234987559754483,234987559755115,1446,69858,632,71936
1903,234987559871339,234987559872793,234987559945187,234987559945849,1454,72394,662,74510
1904,234987560062699,234987560064119,234987560133527,234987560134141,1420,69408,614,71442
1905,234987560259025,234987560260457,234987560330117,234987560330789,1432,69660,672,71764
1906,234987560447183,234987560449475,234987560519017,234987560519693,2292,69542,676,72510
1907,234987560636071,234987560638397,234987560706851,234987560707537,2326,68454,686,71466
1908,234987560823575,234987560824981,234987560893789,234987560894471,1406,68808,682,70896
1909,234987561010483,234987561011893,234987561080207,234987561080873,1410,68314,666,70390
1910,234987561196817,234987561198257,234987561268367,234987561269017,1440,70110,650,72200
1911,234987561384647,234987561386093,234987561455531,234987561456203,1446,69438,672,71556
1912,234987561572183,234987561573637,234987561643913,234987561644573,1454,70276,660,72390
1913,234987561760433,234987561761879,234987561831151,234987561831811,1446,69272,660,71378
1914,234987561948095,234987561949507,234987562020691,234987562021355,1412,71184,664,73260
1915,234987562145575,234987562146985,234987562218719,234987562219393,1410,71734,674,73818
1916,234987562343591,234987562345039,234987562414819,234987562415503,1448,69780,684,71912
1917,234987562531801,234987562533223,234987562602299,234987562602953,1422,69076,654,71152
1918,234987562719127,234987562720521,234987562792639,234987562793293,1394,72118,654,74166
1919,234987562908965,234987562910383,234987562979005,234987562979663,1418,68622,658,70698
1920,234987563095475,234987563096921,234987563168579,234987563169227,1446,71658,648,73752
1921,234987563284853,234987563286851,234987563356829,234987563357479,1998,69978,650,72626
1922,234987563473741,234987563475173,234987563546819,234987563547439,1432,71646,620,73698
1923,234987563672057,234987563674375,234987563737841,234987563738521,2318,63466,680,66464
1924,234987563826253,234987563827421,234987563887469,234987563888123,1168,60048,654,61870
1925,234987563982889,234987563985125,234987564046615,234987564047309,2236,61490,694,64420
1926,234987564133691,234987564134867,234987564197897,234987564198539,1176,63030,642,64848
1927,234987564284881,234987564287039,234987564349949,234987564350563,2158,62910,614,65682
1928,234987564437267,234987564439535,234987564501535,234987564502181,2268,62000,646,64914
1929,234987564588443,234987564590597,234987564653191,234987564653879,2154,62594,688,65436
1930,234987564740309,234987564742453,234987564802615,234987564803291,2144,60162,676,62982
1931,234987564889439,234987564890899,234987564953921,234987564954587,1460,63022,666,65148
1932,234987565040711,234987565041889,234987565103563,234987565104241,1178,61674,678,63530
1933,234987565190345,234987565191479,234987565253563,234987565254235,1134,62084,672,63890
1934,234987565348429,234987565350589,234987565412761,234987565413427,2160,62172,666,64998
1935,234987565499645,234987565500779,234987565562491,234987565563187,1134,61712,696,63542
1936,234987565657513,234987565658671,234987565720445,234987565721111,1158,61774,666,63598
1937,234987565806913,234987565808107,234987565867849,234987565868551,1194,59742,702,61638
1938,234987565954697,234987565955833,234987566020549,234987566021209,1136,64716,660,66512
1939,234987566107477,234987566108777,234987566171039,234987566171701,1300,62262,662,64224
1940,234987566257591,234987566259821,234987566321657,234987566322325,2230,61836,668,64734
1941,234987566408617,234987566410763,234987566471687,234987566472379,2146,60924,692,63762
1942,234987566558123,234987566560633,234987566624533,234987566625211,2510,63900,678,67088
1943,234987566711287,234987566712487,234987566772325,234987566773007,1200,59838,682,61720
1944,234987566859227,234987566860415,234987566920847,234987566921507,1188,60432,660,62280
1945,234987567007769,234987567008953,234987567070177,234987567070799,1184,61224,622,63030
1946,234987567157117,234987567158285,234987567219913,234987567220603,1168,61628,690,63486
1947,234987567319159,234987567320689,234987567382057,234987567382721,1530,61368,664,63562
1948,234987567469229,234987567470381,234987567531803,234987567532501,1152,61422,698,63272
1949,234987567618797,234987567619975,234987567680731,234987567681417,1178,60756,686,62620
1950,234987567769351,234987567770497,234987567833099,234987567833737,1146,62602,638,64386
1951,234987567920219,234987567922405,234987567983965,234987567984657,2186,61560,692,64438
1952,234987568070801,234987568071985,234987568134497,234987568135157,1184,62512,660,64356
1953,234987568221181,234987568222429,234987568284077,234987568284763,1248,61648,686,63582
1954,234987568378897,234987568380455,234987568440925,234987568441583,1558,60470,658,62686
1955,234987568527343,234987568529549,234987568593805,234987568594469,2206,64256,664,67126
1956,234987568680817,234987568682999,234987568746031,234987568746691,2182,63032,660,65874
1957,234987568832693,234987568833859,234987568895959,234987568896631,1166,62100,672,63938
1958,234987568990357,234987568991491,234987569055215,234987569055895,1134,63724,680,65538
1959,234987569141939,234987569143123,234987569203381,234987569204065,1184,60258,684,62126
1960,234987569289577,234987569291749,234987569352773,234987569353451,2172,61024,678,63874
1961,234987569439577,234987569440789,234987569503185,234987569503883,1212,62396,698,64306
1962,234987569590625,234987569592791,234987569655767,234987569656441,2166,62976,674,65816
1963,234987569745511,234987569747659,234987569810945,234987569811601,2148,63286,656,66090
1964,234987569900675,234987569901857,234987569964271,234987569964955,1182,62414,684,64280
1965,234987570053281,234987570055693,234987570116879,234987570117571,2412,61186,692,64290
1966,234987570206269,234987570208433,234987570269593,234987570270269,2164,61160,676,64000
1967,234987570359407,234987570361637,234987570424993,234987570425665,2230,63356,672,66258
1968,234987570526229,234987570528445,234987570591737,234987570592417,2216,63292,680,66188
1969,234987570699907,234987570701137,234987570764161,234987570764827,1230,63024,666,64920
1970,234987570857551,234987570858779,234987570921623,234987570922315,1228,62844,692,64764
1971,234987571015069,234987571016297,234987571079927,234987571080595,1228,63630,668,65526
1972,234987571174049,234987571175725,234987571240961,234987571241633,1676,65236,672,67584
1973,234987571347397,234987571348903,234987571414579,234987571415237,1506,65676,658,67840
