index,hit_ticks,miss_ticks
28385,96,1098
28386,98,1104
28387,100,1096
28388,100,1094
28389,98,1098
28390,98,1098
28391,100,1096
28392,100,1092
28393,100,1098
28394,100,1094
28395,100,1100
28396,100,1100
28397,100,1110
28398,150,1108
28399,148,1154
28400,146,1148
28401,152,1098
28402,102,1102
28403,98,1430
28404,98,1098
28405,100,1098
28406,100,1092
28407,100,1096
28408,102,1092
28409,104,1092
28410,100,1086
28411,100,1094
28412,98,966
28413,98,1096
28414,100,1104
28415,98,1096
28416,98,1092
28417,100,1094
28418,98,1098
28419,98,1094
28420,100,1096
28421,100,1092
28422,100,1096
28423,98,1610
28424,98,1092
28425,100,1092
28426,100,1096
28427,100,1090
28428,98,1104
28429,98,1102
28430,98,1098
28431,98,1094
28432,98,1092
28433,100,1098
28434,98,1092
28435,100,1092
28436,98,1094
28437,98,1098
28438,100,1092
28439,100,1098
28440,102,1100
28441,98,1098
28442,98,1636
28443,100,1098
28444,100,1088
28445,98,1098
28446,100,1092
28447,100,1092
28448,98,1098
28449,98,1106
28450,102,1098
28451,98,1094
28452,98,1092
28453,100,1094
28454,100,1098
28455,98,1098
28456,98,1104
28457,98,1096
28458,98,1110
28459,100,1096
28460,98,1088
28461,102,1608
28462,98,1096
28463,98,1098
28464,98,1098
28465,100,1102
28466,100,1098
28467,100,1092
28468,104,1108
28469,98,1104
28470,102,1092
28471,98,1092
28472,100,1104
28473,98,1092
28474,100,1092
28475,98,1092
28476,100,1106
28477,98,1098
28478,98,1104
28479,98,1110
28480,100,1582
28481,100,1092
28482,100,1098
28483,96,1102
28484,100,1098
28485,98,1092
28486,100,1092
28487,98,1098
28488,98,1098
28489,100,1098
28490,100,1096
28491,98,1096
28492,98,1092
28493,100,1098
28494,102,1098
28495,100,1094
28496,100,1092
28497,100,1100
28498,100,1094
28499,100,1602
28500,98,1102
28501,98,1094
28502,100,1092
28503,100,1098
28504,100,1096
28505,100,1048
28506,96,1098
28507,100,1098
28508,98,1096
28509,98,1092
28510,100,1098
28511,98,1098
28512,98,1094
28513,98,1094
28514,100,1100
28515,100,1092
28516,100,1098
28517,100,1098
28518,98,1634
28519,98,1098
28520,98,1094
28521,100,1094
28522,100,1104
28523,100,1088
28524,98,1098
28525,98,1092
28526,98,1092
28527,100,1098
28528,98,1096
28529,100,1098
28530,100,1100
28531,100,1092
28532,98,1104
28533,100,1100
28534,100,1104
28535,100,1092
28536,100,1102
28537,96,1614
28538,98,1092
28539,100,1092
28540,102,1106
28541,100,1098
28542,98,1100
28543,98,1098
28544,98,1106
28545,100,1098
28546,98,1098
28547,100,1094
28548,100,1098
28549,98,1090
28550,98,1094
28551,98,972
28552,98,1100
28553,100,1098
28554,100,1092
28555,100,1102
28556,100,1092
28557,98,1422
28558,98,1108
28559,100,1096
28560,100,1090
28561,98,1092
28562,98,1092
28563,100,1092
28564,96,1088
28565,100,1098
28566,100,1104
28567,100,1092
28568,100,1096
28569,100,1098
28570,98,1086
28571,102,1088
28572,96,1106
28573,100,1096
28574,100,1092
28575,100,1092
28576,100,1598
28577,100,1098
28578,100,1098
28579,102,1102
28580,100,1096
28581,100,1094
28582,100,1094
28583,100,1102
28584,98,1104
28585,100,1090
28586,100,1096
28587,100,1100
28588,98,1092
28589,104,1098
28590,100,1104
28591,100,1094
28592,100,1098
28593,98,1098
28594,100,1104
28595,98,1584
28596,96,1104
28597,100,1098
28598,100,1096
28599,102,1088
28600,100,1096
28601,98,1094
28602,100,1108
28603,98,1092
28604,100,1096
28605,100,1098
28606,98,1104
28607,98,1092
28608,98,1096
28609,98,1096
28610,100,1100
28611,100,1092
28612,96,1096
28613,98,1098
28614,98,1632
28615,98,1092
28616,100,1092
28617,98,1090
28618,98,1102
28619,98,1104
28620,100,1098
28621,98,1092
28622,98,1092
28623,98,1098
28624,98,1098
28625,98,1094
28626,98,1092
28627,98,1094
28628,98,1096
28629,98,1104
28630,100,1096
28631,98,1092
28632,100,1104
28633,102,1252
28634,100,1096
28635,98,1102
28636,98,1092
28637,98,1096
28638,100,1088
28639,98,1106
28640,100,1096
28641,100,1098
28642,98,1102
28643,106,1092
28644,98,1098
28645,94,1098
28646,98,1096
28647,102,1092
28648,102,1100
28649,98,1100
28650,98,1096
28651,100,1098
28652,96,1582
28653,98,1092
28654,98,1092
28655,98,1104
28656,100,1094
28657,102,1098
28658,100,1098
28659,102,1096
28660,102,1092
28661,98,1098
28662,100,1096
28663,100,1094
28664,100,1102
28665,98,1092
28666,100,1098
28667,98,1106
28668,98,1098
28669,102,1102
28670,98,1094
28671,102,1560
28672,102,1106
28673,100,1096
28674,100,1098
28675,104,1102
28676,98,1094
28677,100,1094
28678,102,1098
28679,96,1092
28680,98,1096
28681,102,1092
28682,98,1092
28683,102,1098
28684,100,1098
28685,98,1100
28686,98,1094
28687,100,1114
28688,98,1112
28689,98,1090
28690,100,1000
28691,100,1614
28692,100,1092
28693,100,1104
28694,100,1100
28695,102,1098
28696,98,1094
28697,98,1092
28698,100,1104
28699,100,1090
28700,104,1092
28701,98,1104
28702,100,1092
28703,100,1092
28704,98,1096
28705,100,1094
28706,100,1096
28707,98,1108
28708,102,1104
28709,102,1104
28710,100,1592
28711,104,1088
28712,96,1102
28713,98,1104
28714,98,1096
28715,98,1088
28716,98,1104
28717,102,1090
28718,100,1094
28719,102,1100
28720,98,1098
28721,98,1106
28722,100,1104
28723,100,1098
28724,100,1096
28725,98,1090
28726,100,1100
28727,100,1092
28728,98,1094
28729,100,1566
28730,100,1104
28731,100,1102
28732,102,1104
28733,98,1098
28734,98,1094
28735,98,1098
28736,96,976
28737,98,1098
28738,102,1092
28739,98,1098
28740,96,1092
28741,102,1104
28742,100,1092
28743,98,1092
28744,102,1096
28745,96,1096
28746,98,1100
28747,96,1098
28748,98,1092
28749,100,1426
28750,98,1094
28751,100,1098
28752,100,1104
28753,102,1092
28754,98,1092
28755,100,1102
28756,98,1092
28757,100,1098
28758,100,1098
28759,100,1102
28760,96,1088
28761,100,1092
28762,102,1100
28763,98,1088
28764,100,1102
28765,100,1092
28766,98,1100
28767,100,1096
28768,100,1626
28769,100,1100
28770,100,1092
28771,98,1088
28772,98,1098
28773,98,1102
28774,102,1094
28775,100,1096
28776,98,1104
28777,100,1094
28778,98,1088
28779,98,1092
28780,98,1096
28781,100,1104
28782,98,1098
28783,98,1096
28784,98,1092
28785,96,1092
28786,102,1092
28787,98,1568
28788,98,1092
28789,98,1092
28790,100,1092
28791,102,1098
28792,102,1098
28793,98,1098
28794,96,1098
28795,100,1092
28796,98,1096
28797,104,1094
28798,98,1098
28799,98,1086
28800,98,1092
28801,102,1096
28802,100,1104
28803,102,1098
28804,102,1108
28805,100,1106
28806,98,1602
28807,98,1096
28808,98,1096
28809,100,1096
28810,100,1098
28811,98,1096
28812,98,1104
28813,100,1104
28814,106,1098
28815,98,1104
28816,100,1094
28817,100,1098
28818,98,1092
28819,100,1098
28820,98,1096
28821,98,1092
28822,98,1090
28823,102,1104
28824,100,1626
28825,98,1094
28826,106,1092
28827,100,1102
28828,100,1096
28829,100,1096
28830,98,1094
28831,100,1092
28832,100,1096
28833,96,1104
28834,100,1098
28835,102,1092
28836,102,1096
28837,98,1096
28838,98,1096
28839,100,1094
28840,100,1098
28841,98,1096
28842,96,1100
28843,98,1590
28844,100,1098
28845,100,1098
28846,100,1098
28847,98,1090
28848,100,1094
28849,100,1098
28850,100,1096
28851,100,1098
28852,100,1094
28853,98,1098
28854,100,1104
28855,100,1096
28856,98,1098
28857,100,1092
28858,98,1098
28859,100,1098
28860,98,1086
28861,98,1092
28862,100,1632
28863,98,1098
28864,102,1102
28865,100,1092
28866,100,1096
28867,100,1092
28868,98,1092
28869,102,1098
28870,98,1092
28871,98,1092
28872,100,1092
28873,100,1114
28874,98,1092
28875,98,1062
28876,100,1098
28877,100,1104
28878,100,1098
28879,100,1098
28880,98,1104
28881,98,1620
28882,98,1088
28883,100,1098
28884,98,1104
28885,94,1092
28886,98,1092
28887,100,1088
28888,98,1104
28889,98,1092
28890,100,1092
28891,100,1102
28892,100,1096
28893,98,1100
28894,100,1098
28895,100,1094
28896,96,1088
28897,100,1092
28898,100,1092
28899,98,1108
28900,98,1566
28901,98,1104
28902,98,1088
28903,98,1090
28904,100,1092
28905,100,1092
28906,100,1096
28907,100,1092
28908,100,1100
28909,98,1102
28910,98,1100
28911,100,1102
28912,98,1092
28913,98,1092
28914,102,1102
28915,102,1094
28916,100,1110
28917,100,1100
28918,98,1096
28919,104,1626
28920,100,1098
28921,98,1004
28922,98,1088
28923,98,1092
28924,98,1090
28925,98,1096
28926,98,1098
28927,96,1096
28928,100,1094
28929,98,1094
28930,100,1092
28931,94,1092
28932,100,1088
28933,98,1100
28934,98,1098
28935,100,1088
28936,100,1092
28937,96,1104
28938,98,1100
28939,100,1544
28940,100,1110
28941,98,1098
28942,100,1092
28943,100,1102
28944,100,1102
28945,100,1106
28946,98,1092
28947,102,1094
28948,96,1096
28949,98,1098
28950,100,1092
28951,98,1096
28952,98,1096
28953,100,1098
28954,104,1088
28955,98,1102
28956,98,1094
28957,100,1096
28958,98,1558
28959,100,1098
28960,98,1104
28961,98,1094
28962,98,1098
28963,98,1102
28964,100,1088
28965,104,1100
28966,98,1108
28967,100,1094
28968,98,1100
28969,98,1102
28970,96,1088
28971,98,1094
28972,100,1104
28973,100,1100
28974,98,1092
28975,102,1088
28976,96,1104
28977,98,1634
28978,98,1092
28979,100,1088
28980,104,1098
28981,98,1104
28982,100,1088
28983,100,1096
28984,98,1094
28985,98,1092
28986,98,1096
28987,98,1096
28988,98,1096
28989,98,1092
28990,100,1098
28991,100,1098
28992,100,1094
28993,102,1104
28994,100,1106
28995,98,1098
28996,98,1554
28997,98,1106
28998,100,1092
28999,98,1098
29000,100,1094
29001,96,1098
29002,98,1100
29003,98,1092
29004,98,1092
29005,102,1100
29006,98,1096
29007,100,1092
29008,100,1096
29009,98,1102
29010,96,1090
29011,100,1098
29012,102,1096
29013,100,1098
29014,100,968
29015,98,1090
29016,100,2272
29017,100,1092
29018,98,1102
29019,98,1100
29020,98,1094
29021,98,1094
29022,100,1096
29023,100,1098
29024,100,1092
29025,98,1094
29026,98,1092
29027,98,1096
29028,96,1092
29029,100,1098
29030,98,1092
29031,100,1098
29032,98,1632
29033,100,1092
29034,98,1094
29035,98,1098
29036,98,1092
29037,102,1094
29038,100,1092
29039,98,1094
29040,98,1090
29041,100,1100
29042,98,1092
29043,98,1090
29044,100,1092
29045,102,1098
29046,98,1086
29047,98,1092
29048,98,1106
29049,100,1094
29050,98,1100
29051,100,1596
29052,100,1098
29053,100,1098
29054,100,1098
29055,100,1104
29056,100,1092
29057,102,1096
29058,98,1092
29059,96,1104
29060,100,1080
29061,100,1092
29062,98,980
29063,98,1050
29064,100,1098
29065,100,1096
29066,98,1098
29067,98,1096
29068,98,1098
29069,100,1094
29070,100,1098
29071,98,1604
29072,100,1104
29073,98,1098
29074,100,1098
29075,98,1092
29076,98,1098
29077,100,1106
29078,100,1106
29079,98,1096
29080,100,1092
29081,100,1098
29082,98,1088
29083,100,1098
29084,100,1092
29085,98,1096
29086,98,1098
29087,98,1092
29088,98,1100
29089,100,1104
29090,102,1594
29091,102,1096
29092,100,1102
29093,100,1094
29094,106,1094
29095,100,1102
29096,98,1094
29097,98,1096
29098,100,1094
29099,100,1090
29100,102,1102
29101,98,1098
29102,98,1108
29103,100,1098
29104,98,1096
29105,100,1100
29106,98,1096
29107,100,1458
29108,100,972
29109,98,920
29110,102,840
29111,102,920
29112,98,902
29113,102,968
29114,100,974
29115,98,978
29116,100,1506
29117,98,972
29118,100,968
29119,98,972
29120,98,976
29121,100,966
29122,100,974
29123,98,972
29124,94,972
29125,98,1492
29126,100,974
29127,100,976
29128,100,966
29129,98,976
29130,100,966
29131,106,970
29132,100,968
29133,98,972
29134,98,1482
29135,100,978
29136,102,988
29137,98,972
29138,100,972
29139,96,974
29140,100,984
29141,100,966
29142,100,962
29143,100,1438
29144,100,968
29145,98,978
29146,98,970
29147,98,974
29148,100,966
29149,98,976
29150,98,980
29151,102,972
29152,100,1484
29153,98,930
29154,98,930
29155,98,968
29156,100,968
29157,98,978
29158,98,976
29159,100,976
29160,98,974
29161,98,1500
29162,98,968
29163,98,970
29164,96,976
29165,96,966
29166,100,966
29167,100,980
29168,98,976
29169,98,970
29170,100,1506
29171,100,974
29172,100,972
29173,100,972
29174,98,972
29175,100,978
29176,100,968
29177,100,970
29178,98,970
29179,98,1428
29180,98,968
29181,96,966
29182,94,968
29183,100,974
29184,98,970
29185,98,968
29186,98,972
29187,98,974
29188,98,1496
29189,100,966
29190,98,978
29191,98,972
29192,100,966
29193,100,970
29194,98,972
29195,100,970
29196,100,972
29197,98,1482
29198,98,970
29199,100,986
29200,104,830
29201,98,980
29202,98,982
29203,100,978
29204,100,984
29205,98,998
29206,98,986
29207,98,1176
29208,100,980
29209,100,984
29210,98,984
29211,100,986
29212,100,984
29213,98,978
29214,100,988
29215,98,990
29216,96,1000
29217,98,996
29218,102,994
29219,100,1006
29220,98,996
29221,100,996
29222,98,996
29223,98,1006
29224,100,1008
29225,102,1000
29226,96,1020
29227,100,1028
29228,100,1026
29229,100,1024
29230,102,1020
29231,102,1020
29232,102,1016
29233,98,1026
29234,100,1018
29235,98,1018
29236,98,1020
29237,98,1030
29238,98,1050
29239,102,1048
29240,100,1044
29241,98,1044
29242,98,1050
29243,98,1044
29244,100,1054
29245,100,1040
29246,100,1056
29247,104,972
29248,98,1054
29249,94,1054
29250,98,1092
29251,100,1094
29252,98,1092
29253,100,1094
29254,96,1100
29255,102,1100
29256,100,1086
29257,104,1098
29258,104,1092
29259,98,1098
29260,100,1098
29261,98,1092
29262,98,1108
29263,100,1096
29264,98,1102
29265,100,1100
29266,100,1626
29267,98,1092
29268,98,1102
29269,100,1096
29270,98,1092
29271,98,1100
29272,98,1100
29273,98,1104
29274,98,1098
29275,100,1092
29276,98,1102
29277,100,1098
29278,102,1098
29279,100,1104
29280,98,1098
29281,98,1092
29282,100,1088
29283,98,1100
29284,100,1096
29285,96,1554
29286,98,1098
29287,100,1092
29288,98,1096
29289,100,1092
29290,100,1096
29291,102,1106
29292,100,1096
29293,100,966
29294,98,1096
29295,98,1096
29296,98,1098
29297,100,1098
29298,98,1104
29299,100,1092
29300,98,1096
29301,98,1100
29302,98,1098
29303,98,1096
29304,100,1094
29305,98,1526
29306,100,1098
29307,98,1102
29308,98,1104
29309,98,1092
29310,98,1098
29311,98,1098
29312,100,1092
29313,100,1094
29314,98,1092
29315,100,1104
29316,98,1092
29317,100,1090
29318,98,1094
29319,100,1098
29320,100,1096
29321,100,1092
29322,100,1102
29323,102,1100
29324,96,1616
29325,98,1094
29326,100,1094
29327,98,1092
29328,98,1092
29329,98,1094
29330,100,1112
29331,98,1098
29332,100,1092
29333,104,1094
29334,100,1092
29335,104,1092
29336,98,1092
29337,98,1098
29338,100,1092
29339,100,1092
29340,100,1098
29341,98,1104
29342,98,1086
29343,96,1098
29344,100,1618
29345,98,1092
29346,100,1094
29347,98,1094
29348,98,1088
29349,98,1098
29350,100,1092
29351,98,1098
29352,96,1092
29353,100,1090
29354,98,1102
29355,100,1098
29356,100,1088
29357,98,1092
29358,100,1102
29359,100,1098
29360,102,1094
29361,96,1108
29362,98,1102
29363,100,1626
29364,98,1092
29365,100,1100
29366,98,1104
29367,100,1088
29368,100,1100
29369,98,1102
29370,100,1096
29371,98,1094
29372,104,1092
29373,98,1100
29374,98,1092
29375,106,1098
29376,100,1096
29377,100,1088
29378,98,1094
29379,100,1098
29380,96,1094
29381,98,1096
29382,104,1576
29383,98,1098
29384,100,1094
29385,98,1092
29386,98,1044
29387,98,1104
29388,100,1098
29389,104,1094
29390,98,1102
29391,98,1096
29392,98,1092
29393,100,1102
29394,100,1100
29395,100,1102
29396,98,1092
29397,100,1096
29398,98,1098
29399,100,1094
29400,98,1092
29401,106,1100
29402,98,1598
29403,102,1092
29404,100,1098
29405,100,1100
29406,100,1096
29407,104,1098
29408,102,1094
29409,100,1098
29410,98,1104
29411,96,1092
29412,100,1096
29413,102,1092
29414,98,1092
29415,100,1102
29416,98,1098
29417,102,1098
29418,98,1102
29419,100,1100
29420,98,1104
29421,98,1596
29422,98,1104
29423,100,1100
29424,100,1086
29425,98,1100
29426,100,1098
29427,102,1094
29428,98,1100
29429,98,1100
29430,100,1098
29431,100,1098
29432,102,948
29433,100,1096
29434,98,1096
29435,102,1098
29436,98,1092
29437,102,1090
29438,98,1094
29439,100,1096
29440,100,1098
29441,98,1608
29442,100,1096
29443,98,1102
29444,100,1104
29445,96,1098
29446,100,1092
29447,100,1100
29448,98,1094
29449,100,1090
29450,100,1102
29451,100,1104
29452,100,1094
29453,100,1090
29454,98,1092
29455,98,1098
29456,96,1102
29457,100,1096
29458,100,1098
29459,100,1098
29460,98,1620
29461,104,1090
29462,98,1094
29463,96,1094
29464,98,1104
29465,100,1098
29466,98,1094
29467,100,1094
29468,100,1094
29469,100,1100
29470,100,1100
29471,98,1096
29472,96,1088
29473,98,1094
29474,100,1092
29475,96,1104
29476,100,1092
29477,98,1092
29478,96,1098
29479,98,1608
29480,100,1096
29481,98,1104
29482,100,1094
29483,100,1098
29484,100,1096
29485,100,1088
29486,98,1092
29487,100,1098
29488,98,1088
29489,96,1092
29490,100,1092
29491,98,1100
29492,100,1092
29493,100,1104
29494,96,1092
29495,98,1108
29496,100,1092
29497,98,1102
29498,100,1610
29499,100,1096
29500,102,1100
29501,98,1104
29502,100,1096
29503,98,1096
29504,100,1098
29505,98,1100
29506,100,1098
29507,100,1092
29508,98,1106
29509,98,1092
29510,98,1102
29511,104,1098
29512,98,1090
29513,98,1100
29514,98,1088
29515,100,1098
29516,96,1108
29517,98,1602
29518,100,1106
29519,98,1098
29520,98,1094
29521,98,1096
29522,98,1100
29523,100,1098
29524,100,1086
29525,100,1092
29526,102,1106
29527,98,1098
29528,102,1088
29529,98,1094
29530,100,1102
29531,98,1092
29532,98,1092
29533,100,1102
29534,98,1094
29535,104,1092
29536,98,1644
29537,102,1110
29538,100,1102
29539,98,1092
29540,98,1092
29541,100,1090
29542,100,1094
29543,98,1110
29544,100,1092
29545,98,1092
29546,100,1092
29547,98,1102
29548,98,1112
29549,100,1096
29550,98,1092
29551,100,1098
29552,98,1098
29553,92,1094
29554,100,1102
29555,96,1638
29556,100,1096
29557,98,1096
29558,102,1096
29559,100,1104
29560,98,1096
29561,98,1102
29562,98,1098
29563,100,1102
29564,96,1090
29565,98,1098
29566,98,1104
29567,96,1096
29568,96,1094
29569,100,1096
29570,100,1094
29571,100,960
29572,98,1098
29573,100,1104
29574,98,1094
29575,98,1428
29576,100,1092
29577,98,1098
29578,98,1098
29579,98,1100
29580,98,1098
29581,100,1098
29582,100,1090
29583,100,1104
29584,96,1096
29585,100,1088
29586,98,1098
29587,100,1104
29588,100,1100
29589,102,1100
29590,96,1094
29591,100,1098
29592,98,1102
29593,100,1092
29594,98,1604
29595,98,1098
29596,98,1092
29597,100,1102
29598,98,1100
29599,98,1096
29600,100,1092
29601,98,1096
29602,98,1102
29603,98,1096
29604,100,1092
29605,96,1100
29606,98,1098
29607,100,1098
29608,98,1098
29609,102,1098
29610,96,1096
29611,102,1094
29612,98,1098
29613,100,1100
29614,100,1420
29615,102,1100
29616,100,1100
29617,98,1076
29618,100,1104
29619,100,1100
29620,100,1104
29621,100,1098
29622,98,1100
29623,98,1108
29624,98,1086
29625,100,1098
29626,98,1094
29627,98,1104
29628,100,1100
29629,102,1098
29630,98,1092
29631,98,1102
29632,102,1098
29633,98,1578
29634,96,1092
29635,98,1090
29636,98,1092
29637,98,1098
29638,100,1104
29639,102,1102
29640,98,1106
29641,98,1102
29642,100,1092
29643,102,1094
29644,98,1098
29645,100,1092
29646,98,1092
29647,98,1098
29648,98,1092
29649,94,1096
29650,98,1098
29651,100,1104
29652,100,1620
29653,98,1094
29654,98,1098
29655,100,1098
29656,96,1094
29657,98,1102
29658,100,1092
29659,98,1108
29660,102,1094
29661,104,1098
29662,102,1094
29663,98,984
29664,94,1090
29665,98,1640
29666,100,1098
29667,100,1096
29668,100,1102
29669,100,1098
29670,100,1100
29671,96,1100
29672,98,1102
29673,100,1092
29674,102,1102
29675,98,1092
29676,96,1094
29677,98,1092
29678,98,1096
29679,98,1092
29680,102,1094
29681,100,1098
29682,98,1102
29683,102,1094
29684,98,1632
29685,102,1094
29686,102,1096
29687,98,1094
29688,100,1098
29689,98,1098
29690,98,1096
29691,100,1096
29692,92,1092
29693,98,1100
29694,102,1096
29695,98,1098
29696,100,1100
29697,106,1094
29698,100,1098
29699,100,1100
29700,96,1104
29701,98,1092
29702,98,1094
29703,100,1566
29704,98,1098
29705,98,1098
29706,100,1096
29707,98,1092
29708,100,1106
29709,102,1098
29710,102,1094
29711,100,1104
29712,100,1104
29713,100,1096
29714,98,1094
29715,100,1104
29716,106,1098
29717,98,1102
29718,98,1092
29719,100,1094
29720,96,1100
29721,102,1094
29722,98,1606
29723,98,1094
29724,100,1098
29725,98,1100
29726,98,1088
29727,100,1098
29728,100,1088
29729,98,1098
29730,98,1100
29731,100,1094
29732,100,1104
29733,100,1092
29734,102,1098
29735,100,1096
29736,98,1096
29737,98,1096
29738,102,1094
29739,98,1092
29740,98,1086
29741,98,1634
29742,98,1096
29743,92,1096
29744,100,1098
29745,98,1096
29746,102,1096
29747,102,1096
29748,98,1100
29749,100,1094
29750,100,1096
29751,98,1104
29752,98,1098
29753,98,1092
29754,100,1098
29755,102,1104
29756,100,1098
29757,102,1096
29758,98,1100
29759,100,1102
29760,100,1564
29761,100,1096
29762,96,1102
29763,98,1096
29764,100,1092
29765,100,1104
29766,100,1102
29767,100,1100
29768,98,1100
29769,98,1102
29770,98,1092
29771,98,1092
29772,100,1094
29773,100,1102
29774,98,1092
29775,98,1104
29776,104,1094
29777,98,1106
29778,98,1092
29779,102,1626
29780,100,1092
29781,98,1094
29782,100,1092
29783,100,1108
29784,100,1092
29785,98,1092
29786,98,1092
29787,102,1098
29788,98,1104
29789,98,1092
29790,100,1094
29791,102,1104
29792,100,1096
29793,100,1104
29794,102,1092
29795,98,1100
29796,100,1096
29797,100,1090
29798,100,1638
29799,100,1102
29800,102,1098
29801,98,1096
29802,100,1044
29803,102,1092
29804,100,1098
29805,102,1092
29806,100,1094
29807,98,1092
29808,98,1094
29809,98,1092
29810,98,1092
29811,100,1092
29812,98,1092
29813,100,1100
29814,98,1092
29815,102,1092
29816,100,1096
29817,102,1620
29818,104,1092
29819,104,1096
29820,100,1100
29821,98,1098
29822,100,1100
29823,98,1104
29824,102,1092
29825,100,1100
29826,98,1092
29827,102,1096
29828,100,1094
29829,98,1092
29830,104,1098
29831,98,1098
29832,98,1188
29833,98,1098
29834,102,1106
29835,100,1098
29836,98,1092
29837,100,1096
29838,98,1100
29839,100,1092
29840,96,1100
29841,104,1092
29842,98,1104
29843,98,1096
29844,98,1096
29845,100,1092
29846,104,1098
29847,98,1100
29848,98,1092
29849,98,1104
29850,98,1092
29851,100,1638
29852,100,1096
29853,100,1106
29854,100,1094
29855,100,1096
29856,100,1094
29857,94,1108
29858,98,1090
29859,100,1100
29860,98,1094
29861,98,1104
29862,98,1096
29863,100,1094
29864,102,1092
29865,98,1094
29866,106,1108
29867,102,1094
29868,98,1096
29869,98,1102
29870,102,1624
29871,96,1092
29872,100,1104
29873,100,1094
29874,100,1098
29875,102,1092
29876,102,1090
29877,98,1096
29878,100,1100
29879,100,1098
29880,100,1092
29881,98,1092
29882,98,1098
29883,100,1096
29884,104,1092
29885,98,1100
29886,98,1098
29887,100,1088
29888,98,1092
29889,98,1582
29890,100,1092
29891,100,1098
29892,98,1092
29893,102,1088
29894,106,1096
29895,98,1094
29896,100,1096
29897,100,1092
29898,98,1098
29899,98,1096
29900,100,1098
29901,98,1096
29902,98,1094
29903,100,1092
29904,100,1096
29905,98,1096
29906,106,1104
29907,100,1098
29908,100,1594
29909,98,1092
29910,100,1092
29911,98,1092
29912,102,1090
29913,98,1098
29914,98,1098
29915,98,1094
29916,98,1100
29917,98,1104
29918,102,1104
29919,100,1090
29920,100,1094
29921,100,1092
29922,98,1086
29923,100,1100
29924,96,1094
29925,100,1560
29926,98,1092
29927,100,1092
29928,104,1096
29929,94,1098
29930,102,1096
29931,100,1100
29932,100,1094
29933,96,1090
29934,100,1094
29935,98,1092
29936,98,1098
29937,100,1092
29938,98,1092
29939,98,1092
29940,104,1088
29941,102,1090
29942,98,1094
29943,98,1096
29944,100,1104
29945,98,1428
29946,100,1098
29947,100,1098
29948,100,1100
29949,98,1104
29950,100,1094
29951,102,1092
29952,98,1100
29953,102,1092
29954,98,1098
29955,98,1094
29956,98,1108
29957,98,1094
29958,98,1088
29959,100,1098
29960,100,1094
29961,100,1088
29962,98,1092
29963,102,1098
29964,100,1092
29965,102,1404
29966,98,1094
29967,98,1106
29968,98,1094
29969,98,1090
29970,104,1094
29971,98,1092
29972,102,1092
29973,100,1086
29974,100,1094
29975,102,1086
29976,100,1094
29977,102,1102
29978,98,1098
29979,100,1104
29980,100,1094
29981,98,1100
29982,100,1098
29983,100,1096
29984,100,1566
29985,100,1098
29986,100,1106
29987,98,1092
29988,100,1100
29989,102,1092
29990,102,1096
29991,98,1100
29992,96,1098
29993,98,1102
29994,98,1088
29995,100,1094
29996,102,1094
29997,100,1098
29998,96,1092
29999,100,1098
30000,100,1094
30001,102,1100
30002,106,1106
30003,100,1568
30004,100,1096
30005,100,1086
30006,100,1100
30007,100,1094
30008,100,1102
30009,98,1094
30010,100,1098
30011,100,1092
30012,102,1098
30013,100,1096
30014,102,1096
30015,98,1104
30016,98,1096
30017,100,1100
30018,98,1098
30019,100,1098
30020,100,1100
30021,100,1088
30022,98,1092
30023,100,1530
30024,98,1094
30025,98,1092
30026,100,1098
30027,100,1100
30028,100,1094
30029,98,1108
30030,98,1092
30031,102,1098
30032,102,1096
30033,98,1094
30034,98,1092
30035,102,1096
30036,100,1098
30037,102,1086
30038,102,1098
30039,100,1100
30040,100,1092
30041,98,1094
30042,98,1640
30043,96,1098
30044,100,1092
30045,100,1096
30046,100,1092
30047,98,1092
30048,98,1102
30049,100,1092
30050,102,1094
30051,98,1098
30052,96,1092
30053,98,1100
30054,94,1092
30055,98,1092
30056,102,1044
30057,100,1094
30058,100,1098
30059,98,1100
30060,98,1092
30061,98,1092
30062,102,1538
30063,100,1098
30064,98,1098
30065,98,1104
30066,98,1090
30067,100,1098
30068,102,1090
30069,100,1092
30070,100,1094
30071,102,1102
30072,98,1092
30073,102,1092
30074,100,1098
30075,98,1092
30076,98,1092
30077,100,1092
30078,102,1098
30079,98,1088
30080,98,1092
30081,98,1638
30082,100,1098
30083,98,1092
30084,100,1106
30085,98,1092
30086,100,1092
30087,100,1104
30088,98,1098
30089,100,1098
30090,96,1106
30091,98,1104
30092,102,1096
30093,98,1104
30094,100,1094
30095,102,1096
30096,98,1098
30097,98,1098
30098,102,1098
30099,100,1094
30100,100,1626
30101,100,1094
30102,100,1096
30103,98,1102
30104,102,1098
30105,98,1104
30106,98,1106
30107,102,1088
30108,100,1094
30109,100,1104
30110,102,1098
30111,96,1094
30112,100,1092
30113,98,1098
30114,98,1100
30115,102,1096
30116,100,1092
30117,104,1090
30118,100,1094
30119,102,1580
30120,96,1096
30121,102,1100
30122,102,1092
30123,98,1092
30124,98,1098
30125,102,1104
30126,100,1092
30127,100,1098
30128,102,1094
30129,100,1092
30130,100,1092
30131,98,1094
30132,100,1098
30133,102,1104
30134,98,1100
30135,100,1102
30136,100,1094
30137,98,1094
30138,100,1564
30139,98,1098
30140,98,1092
30141,98,1098
30142,100,1094
30143,102,1092
30144,98,1092
30145,98,1104
30146,100,1098
