index,hit_ticks,miss_ticks
15538,100,1086
15539,100,1092
15540,98,1088
15541,100,1086
15542,104,1086
15543,98,1084
15544,100,1092
15545,100,1086
15546,100,1090
15547,98,1090
15548,98,1098
15549,102,1082
15550,100,1096
15551,98,1092
15552,98,1086
15553,98,1086
15554,100,1086
15555,102,1086
15556,98,1614
15557,100,1090
15558,100,1094
15559,98,1084
15560,100,1084
15561,100,1082
15562,104,1096
15563,98,1086
15564,98,1114
15565,100,1090
15566,98,1080
15567,100,1094
15568,98,1088
15569,98,1094
15570,100,1084
15571,100,1092
15572,100,1092
15573,102,1082
15574,102,1086
15575,100,1084
15576,100,1092
15577,100,1080
15578,98,1088
15579,98,1526
15580,102,1084
15581,100,1084
15582,98,1092
15583,102,1090
15584,100,1090
15585,102,1084
15586,98,1086
15587,96,1086
15588,98,1100
15589,104,1092
15590,100,1098
15591,98,1086
15592,102,1088
15593,100,1090
15594,98,1098
15595,100,1086
15596,98,1084
15597,100,1088
15598,102,1092
15599,102,1094
15600,98,1090
15601,98,1616
15602,100,1096
15603,100,1096
15604,102,1098
15605,98,1086
15606,100,1092
15607,100,1092
15608,100,1098
15609,102,1090
15610,102,1092
15611,96,1092
15612,98,1098
15613,102,1084
15614,98,1092
15615,98,1092
15616,102,1090
15617,100,1086
15618,100,1096
15619,96,1090
15620,98,1084
15621,102,1082
15622,100,1614
15623,100,1098
15624,98,1088
15625,100,1084
15626,98,1086
15627,100,1086
15628,100,1086
15629,100,1086
15630,98,1092
15631,102,1082
15632,100,1092
15633,100,1096
15634,102,1096
15635,100,1086
15636,100,1098
15637,100,1088
15638,98,1098
15639,96,1086
15640,98,1094
15641,98,1090
15642,98,1092
15643,104,1086
15644,100,1566
15645,98,1084
15646,98,1086
15647,100,1086
15648,100,1098
15649,98,1078
15650,100,1092
15651,100,1086
15652,104,1088
15653,98,1086
15654,98,1098
15655,100,1086
15656,100,1098
15657,102,1088
15658,100,1092
15659,94,1088
15660,98,1086
15661,98,1082
15662,98,1092
15663,98,1086
15664,96,1086
15665,100,1086
15666,98,1088
15667,98,1554
15668,100,1088
15669,102,1090
15670,100,1092
15671,100,1092
15672,98,1044
15673,100,1086
15674,98,1084
15675,98,1092
15676,100,1094
15677,100,1078
15678,98,1090
15679,102,1088
15680,100,1094
15681,102,1096
15682,98,1088
15683,100,1088
15684,98,1086
15685,96,1086
15686,100,1092
15687,98,1086
15688,102,1082
15689,102,1576
15690,98,1092
15691,98,1092
15692,102,1092
15693,102,1084
15694,102,1084
15695,100,1090
15696,100,1092
15697,100,1092
15698,98,1098
15699,100,1078
15700,100,1080
15701,100,1084
15702,100,1086
15703,98,1086
15704,98,1098
15705,102,1090
15706,102,1086
15707,98,1086
15708,100,1088
15709,100,1090
15710,100,1090
15711,102,1082
15712,102,1610
15713,100,1082
15714,100,1092
15715,102,1092
15716,98,1096
15717,100,1082
15718,102,1096
15719,98,1092
15720,98,1094
15721,100,1090
15722,104,1102
15723,100,1088
15724,102,1080
15725,98,1092
15726,98,1086
15727,98,1098
15728,98,1092
15729,102,1094
15730,100,1092
15731,100,1082
15732,100,1086
15733,98,1100
15734,98,1602
15735,98,1090
15736,102,1090
15737,100,1090
15738,100,1086
15739,100,1086
15740,100,1086
15741,100,1088
15742,102,1088
15743,98,1088
15744,98,1092
15745,98,1084
15746,100,1096
15747,100,1092
15748,100,1092
15749,98,1082
15750,98,1092
15751,100,1086
15752,100,1092
15753,98,1096
15754,104,1098
15755,100,1086
15756,98,1596
15757,98,1096
15758,98,1094
15759,98,1086
15760,100,1084
15761,98,1086
15762,102,1098
15763,102,1080
15764,100,1096
15765,100,1098
15766,100,1086
15767,100,1086
15768,98,1098
15769,98,1088
15770,98,1090
15771,100,1084
15772,100,1098
15773,100,1086
15774,100,1084
15775,98,1088
15776,100,1086
15777,100,1076
15778,96,1550
15779,96,1092
15780,102,1086
15781,100,1090
15782,96,1084
15783,100,1096
15784,100,1090
15785,100,1086
15786,102,1090
15787,98,1092
15788,100,1086
15789,98,1086
15790,102,1100
15791,98,1082
15792,100,1092
15793,96,1082
15794,100,1090
15795,98,1080
15796,98,1092
15797,100,1088
15798,102,1086
15799,102,1088
15800,98,1630
15801,102,1084
15802,98,1086
15803,98,1088
15804,102,1098
15805,102,1088
15806,98,1088
15807,98,1092
15808,102,1084
15809,98,1088
15810,100,1094
15811,102,1090
15812,98,1086
15813,102,1084
15814,100,1092
15815,98,1088
15816,100,1090
15817,100,1088
15818,100,1088
15819,98,1090
15820,102,1090
15821,100,1088
15822,98,1592
15823,102,1086
15824,100,1094
15825,100,1090
15826,100,1100
15827,100,1086
15828,100,1088
15829,98,1088
15830,98,1090
15831,100,1086
15832,100,1088
15833,98,1092
15834,98,1090
15835,100,1086
15836,96,1088
15837,102,1092
15838,102,1082
15839,102,1086
15840,98,1092
15841,102,1094
15842,100,1084
15843,100,1082
15844,98,1610
15845,98,1082
15846,100,1092
15847,102,1092
15848,100,1092
15849,98,1080
15850,102,1092
15851,98,1086
15852,100,1092
15853,100,1084
15854,100,1084
15855,96,1086
15856,100,1098
15857,98,1086
15858,100,1092
15859,102,1080
15860,96,1092
15861,100,1092
15862,102,1094
15863,100,1084
15864,96,1086
15865,102,1082
15866,100,1632
15867,98,1088
15868,98,1088
15869,100,1084
15870,98,1086
15871,100,1082
15872,98,1086
15873,100,1086
15874,98,1084
15875,102,1086
15876,98,1092
15877,100,1080
15878,102,1090
15879,98,1094
15880,102,1088
15881,98,1084
15882,100,1100
15883,94,1086
15884,98,1082
15885,102,1082
15886,102,1098
15887,98,1088
15888,98,1556
15889,98,1088
15890,98,1088
15891,98,1090
15892,102,1086
15893,100,1090
15894,100,1088
15895,98,1092
15896,98,1096
15897,102,1084
15898,98,1088
15899,98,1084
15900,98,1094
15901,98,1086
15902,100,1092
15903,100,1086
15904,102,1098
15905,100,1092
15906,102,1088
15907,98,1094
15908,100,1100
15909,100,1080
15910,98,1086
15911,100,1552
15912,98,1094
15913,100,1082
15914,100,1086
15915,100,1082
15916,100,1082
15917,100,1090
15918,102,1096
15919,100,1088
15920,100,1110
15921,98,1086
15922,102,1102
15923,100,1090
15924,98,1094
15925,104,1090
15926,98,1086
15927,98,1082
15928,102,1086
15929,96,1092
15930,100,1092
15931,98,1090
15932,100,1088
15933,100,1578
15934,102,1098
15935,98,1082
15936,100,1098
15937,96,1086
15938,100,1086
15939,96,1096
15940,98,1086
15941,98,1082
15942,98,1090
15943,102,1088
15944,100,1086
15945,98,1088
15946,102,1092
15947,100,1098
15948,100,1086
15949,100,1086
15950,100,1102
15951,100,1092
15952,102,1090
15953,98,1086
15954,100,1098
15955,102,1568
15956,98,1094
15957,102,1092
15958,100,1090
15959,98,1086
15960,100,1092
15961,100,1086
15962,100,1094
15963,102,1080
15964,98,1094
15965,98,1086
15966,100,1098
15967,102,1088
15968,96,1104
15969,100,1088
15970,98,1092
15971,100,1084
15972,100,1088
15973,100,1086
15974,100,1084
15975,98,1086
15976,100,1086
15977,96,1578
15978,100,1094
15979,102,1088
15980,98,1096
15981,98,1084
15982,102,1086
15983,100,1098
15984,100,1096
15985,96,1090
15986,98,1090
15987,98,1082
15988,100,1082
15989,96,1096
15990,100,1088
15991,96,1086
15992,98,1086
15993,102,1092
15994,102,1090
15995,98,1086
15996,96,1088
15997,98,1098
15998,100,1086
15999,100,1596
16000,100,1086
16001,100,1088
16002,98,1092
16003,98,1086
16004,98,1094
16005,102,1090
16006,100,1096
16007,98,1092
16008,98,1098
16009,100,1086
16010,100,1082
16011,100,1088
16012,102,1088
16013,100,1080
16014,98,1096
16015,100,1088
16016,100,1086
16017,100,1084
16018,102,1092
16019,98,1092
16020,100,1090
16021,100,1574
16022,98,1092
16023,98,1086
16024,100,1086
16025,100,1084
16026,100,1092
16027,102,1094
16028,98,1086
16029,102,1090
16030,98,1090
16031,100,1098
16032,102,1096
16033,98,1086
16034,100,1086
16035,98,1098
16036,98,1094
16037,100,1078
16038,100,1086
16039,102,1096
16040,94,1096
16041,102,1092
16042,100,1086
16043,100,1572
16044,100,1084
16045,100,1084
16046,102,1090
16047,98,1098
16048,102,1096
16049,100,1086
16050,98,1096
16051,102,1092
16052,98,1092
16053,102,1084
16054,100,1090
16055,98,1092
16056,102,1092
16057,104,1086
16058,100,1094
16059,98,1080
16060,100,1084
16061,98,1084
16062,100,1086
16063,100,1090
16064,102,1088
16065,100,1628
16066,100,1104
16067,98,1092
16068,98,1092
16069,100,1086
16070,98,1084
16071,98,1088
16072,98,1080
16073,100,1088
16074,100,1086
16075,100,1082
16076,98,1100
16077,102,1082
16078,100,1092
16079,100,1090
16080,98,1092
16081,98,1094
16082,100,1092
16083,96,1092
16084,100,1080
16085,96,1086
16086,100,1090
16087,100,1088
16088,100,1578
16089,102,1040
16090,98,1096
16091,100,1086
16092,100,1086
16093,98,1086
16094,98,1088
16095,100,1086
16096,98,1086
16097,98,1092
16098,100,1094
16099,98,1080
16100,98,1090
16101,102,1092
16102,98,1082
16103,100,1082
16104,100,1086
16105,100,1086
16106,98,1090
16107,98,1090
16108,100,1092
16109,98,1086
16110,100,1632
16111,98,1094
16112,100,1086
16113,100,1080
16114,102,1082
16115,98,1088
16116,100,1086
16117,100,1088
16118,98,1086
16119,100,1086
16120,102,1082
16121,100,1098
16122,100,1098
16123,98,1086
16124,98,1096
16125,98,1084
16126,102,1092
16127,100,1086
16128,98,1086
16129,100,1572
16130,98,1086
16131,98,1084
16132,100,1086
16133,100,1094
16134,98,1084
16135,102,978
16136,98,1096
16137,102,1090
16138,96,1088
16139,98,1092
16140,98,1086
16141,98,1084
16142,100,1092
16143,98,1096
16144,98,1098
16145,98,1096
16146,100,1102
16147,98,1090
16148,98,1086
16149,102,1092
16150,104,1084
16151,100,1084
16152,100,1556
16153,100,1086
16154,100,1092
16155,98,1098
16156,102,1092
16157,96,1092
16158,100,1092
16159,98,1092
16160,100,1098
16161,100,1084
16162,100,1098
16163,98,1090
16164,100,1098
16165,100,1080
16166,100,1086
16167,98,1088
16168,102,1098
16169,96,1082
16170,102,1082
16171,102,1088
16172,98,1096
16173,100,1092
16174,100,1602
16175,100,1086
16176,98,1090
16177,96,1090
16178,100,1084
16179,98,1082
16180,98,1092
16181,100,1084
16182,100,1092
16183,102,1082
16184,100,1086
16185,100,1080
16186,98,1096
16187,98,1086
16188,96,1098
16189,100,1086
16190,100,1092
16191,106,1090
16192,104,1094
16193,100,1092
16194,100,1086
16195,102,1092
16196,102,1088
16197,100,1526
16198,102,1082
16199,104,1096
16200,98,1090
16201,98,1092
16202,100,1084
16203,98,1088
16204,102,1098
16205,98,1084
16206,98,1092
16207,102,1090
16208,96,1090
16209,102,1088
16210,102,1098
16211,100,1086
16212,98,1094
16213,98,1086
16214,100,1096
16215,100,1088
16216,100,1086
16217,104,1080
16218,98,1092
16219,102,1590
16220,98,1084
16221,102,1088
16222,102,1086
16223,100,1084
16224,100,1092
16225,98,1092
16226,100,1094
16227,98,1090
16228,98,1018
16229,102,1090
16230,98,1088
16231,102,1082
16232,100,1098
16233,100,1092
16234,98,1092
16235,98,1086
16236,100,1086
16237,100,1082
16238,98,1086
16239,96,1090
16240,100,1564
16241,98,1082
16242,100,1086
16243,98,1096
16244,100,1084
16245,102,1084
16246,102,1092
16247,98,1086
16248,100,1084
16249,98,1090
16250,98,1090
16251,98,1092
16252,100,1096
16253,98,1098
16254,98,1086
16255,100,1086
16256,102,1090
16257,98,1086
16258,100,1094
16259,98,1086
16260,100,1094
16261,100,1098
16262,98,1578
16263,102,1086
16264,102,1092
16265,100,1084
16266,98,1090
16267,106,1092
16268,100,1090
16269,100,1086
16270,102,1092
16271,98,1088
16272,100,1098
16273,100,1082
16274,98,1038
16275,96,1098
16276,102,1090
16277,100,1084
16278,98,1096
16279,98,1092
16280,100,1096
16281,98,1092
16282,100,1090
16283,96,1098
16284,100,1618
16285,98,1090
16286,102,1092
16287,98,1092
16288,102,1080
16289,100,1088
16290,98,1092
16291,102,1082
16292,100,1092
16293,100,1088
16294,100,1084
16295,100,1088
16296,98,1098
16297,98,1084
16298,100,1080
16299,100,1082
16300,100,1092
16301,98,1092
16302,98,1082
16303,102,1092
16304,98,1094
16305,102,1084
16306,102,1614
16307,98,1084
16308,98,1096
16309,98,1080
16310,100,1090
16311,98,1090
16312,102,1080
16313,98,1082
16314,98,1086
16315,102,1086
16316,100,1086
16317,100,1090
16318,102,1092
16319,100,1086
16320,102,1088
16321,98,1092
16322,98,1100
16323,98,1076
16324,104,1100
16325,100,1086
16326,100,1086
16327,98,1080
16328,100,1608
16329,98,1088
16330,102,1082
16331,100,1092
16332,100,1102
16333,98,1088
16334,100,1084
16335,100,1092
16336,98,1084
16337,98,1084
16338,98,1086
16339,102,1088
16340,98,1094
16341,102,1086
16342,98,1098
16343,100,1092
16344,100,1088
16345,100,1034
16346,98,1090
16347,102,984
16348,100,1088
16349,100,1084
16350,102,1090
16351,98,1088
16352,102,1552
16353,100,1090
16354,100,1094
16355,98,1086
16356,100,1088
16357,100,1080
16358,98,1090
16359,100,1082
16360,98,1084
16361,102,1094
16362,98,1086
16363,98,1092
16364,98,1100
16365,98,1086
16366,100,1092
16367,100,1090
16368,98,1088
16369,98,1090
16370,98,1088
16371,102,1088
16372,100,1100
16373,102,1092
16374,98,1646
16375,98,1086
16376,96,1094
16377,98,1082
16378,96,1098
16379,100,1086
16380,96,1084
16381,98,1090
16382,100,1100
16383,100,1086
16384,98,1088
16385,102,1090
16386,104,1098
16387,98,1084
16388,104,1092
16389,98,1090
16390,100,1086
16391,98,1086
16392,100,1088
16393,100,1092
16394,100,1094
16395,102,1082
16396,102,1604
16397,98,1084
16398,100,1094
16399,98,1092
16400,98,1092
16401,100,1086
16402,100,1088
16403,100,1090
16404,96,1090
16405,98,1086
16406,98,1092
16407,102,1092
16408,100,1092
16409,100,1096
16410,100,1096
16411,98,1088
16412,100,1092
16413,98,1090
16414,98,1086
16415,98,1094
16416,96,1094
16417,98,1096
16418,100,1574
16419,102,1092
16420,100,1090
16421,98,1088
16422,98,1092
16423,102,1084
16424,100,1086
16425,100,1088
16426,98,1082
16427,98,1084
16428,102,1096
16429,98,1088
16430,100,1092
16431,102,1086
16432,104,1086
16433,102,1098
16434,102,1092
16435,100,1092
16436,98,1090
16437,100,1086
16438,100,1092
16439,98,1086
16440,102,1616
16441,102,1092
16442,100,1092
16443,100,1086
16444,100,1096
16445,96,1086
16446,102,1092
16447,98,1092
16448,100,1094
16449,98,1092
16450,98,1086
16451,98,1092
16452,100,1080
16453,104,1088
16454,100,1098
16455,102,1080
16456,100,1090
16457,102,1088
16458,102,1096
16459,98,1086
16460,96,1092
16461,94,1092
16462,98,1556
16463,100,1086
16464,104,1084
16465,100,1092
16466,102,1088
16467,106,1082
16468,100,1090
16469,102,1086
16470,98,1098
16471,100,1088
16472,100,1090
16473,98,1086
16474,98,1086
16475,100,1098
16476,98,1088
16477,100,1084
16478,100,1092
16479,100,1092
16480,100,1092
16481,100,1086
16482,102,1100
16483,100,1084
16484,98,1614
16485,98,1088
16486,100,1100
16487,100,1086
16488,96,1104
16489,100,1092
16490,100,1090
16491,102,1080
16492,98,1090
16493,100,1088
16494,98,1086
16495,100,1086
16496,100,1092
16497,98,1090
16498,96,1092
16499,100,1096
16500,96,1098
16501,100,1086
16502,98,1096
16503,102,1086
16504,100,1102
16505,98,1080
16506,102,1572
16507,98,1102
16508,100,1092
16509,98,1080
16510,100,1090
16511,98,1092
16512,102,1088
16513,102,1090
16514,102,1102
16515,100,1082
16516,100,1094
16517,102,1084
16518,102,1086
16519,100,1086
16520,100,1124
16521,100,1092
16522,96,1110
16523,102,1084
16524,100,1092
16525,106,1092
16526,100,1086
16527,98,1082
16528,98,1082
16529,100,1086
16530,100,1086
16531,102,1090
16532,100,1086
16533,98,1084
16534,98,1080
16535,102,1092
16536,100,1086
16537,98,1086
16538,100,1092
16539,102,1086
16540,100,1088
16541,98,1086
16542,100,1618
16543,98,1092
16544,98,1096
16545,100,1080
16546,100,1086
16547,102,1098
16548,100,1082
16549,102,1096
16550,98,1098
16551,98,1086
16552,98,1080
16553,100,1088
16554,98,1096
16555,100,1092
16556,100,1090
16557,102,1088
16558,98,1090
16559,102,1084
16560,98,1084
16561,98,1096
16562,92,1088
16563,100,1090
16564,102,1614
16565,102,1082
16566,98,1094
16567,102,1092
16568,102,1096
16569,102,1086
16570,100,1082
16571,100,1092
16572,100,1096
16573,98,1094
16574,100,1098
16575,100,1092
16576,98,1084
16577,102,1092
16578,98,1082
16579,102,1088
16580,100,1092
16581,100,1094
16582,100,1092
16583,92,1088
16584,98,1090
16585,98,1086
16586,100,1596
16587,100,1100
16588,100,1084
16589,100,1086
16590,100,1092
16591,102,1092
16592,100,1088
16593,104,1092
16594,100,1090
16595,100,1086
16596,100,1096
16597,102,1092
16598,98,1034
16599,102,1082
16600,100,1088
16601,102,1088
16602,98,1080
16603,108,1094
16604,100,1086
16605,102,1094
16606,96,1086
16607,98,1086
16608,98,1578
16609,102,1088
16610,96,1092
16611,102,1088
16612,98,1086
16613,98,1086
16614,98,1086
16615,102,1086
16616,100,1094
16617,102,1094
16618,98,1096
16619,102,1092
16620,98,1086
16621,102,1084
16622,98,1086
16623,102,1086
16624,98,1086
16625,102,1082
16626,98,1086
16627,102,1084
16628,102,1088
16629,100,1096
16630,100,1078
16631,102,1548
16632,104,1088
16633,102,1084
16634,100,1086
16635,102,1086
16636,100,1094
16637,98,1082
16638,98,1086
16639,100,1108
16640,100,1082
16641,98,1098
16642,98,1092
16643,102,1102
16644,98,1090
16645,100,1090
16646,100,1086
16647,102,1080
16648,100,1090
16649,102,1092
16650,100,1098
16651,102,1566
16652,98,1080
16653,102,1086
16654,98,1090
16655,102,1098
16656,98,1086
16657,100,1102
16658,100,1092
16659,102,1078
16660,96,1114
16661,102,1102
16662,96,1080
16663,98,1090
16664,98,1090
16665,98,1098
16666,98,1088
16667,102,1088
16668,98,1086
16669,102,1086
16670,96,1082
16671,98,1088
16672,100,1086
16673,102,1512
16674,100,1086
16675,98,1084
16676,100,1086
16677,100,1086
16678,100,1092
16679,102,1086
16680,98,1082
16681,98,1086
16682,100,1086
16683,100,1092
16684,98,1086
16685,102,1096
16686,98,1092
16687,102,1086
16688,100,1090
16689,100,1090
16690,100,1084
16691,98,1086
16692,102,1094
16693,102,1644
16694,100,1090
16695,102,1094
16696,98,1084
16697,100,1088
16698,100,1086
16699,102,1086
16700,98,1090
16701,102,1096
16702,98,1086
16703,96,1092
16704,96,1098
16705,98,1094
16706,102,1092
16707,96,1098
16708,100,1088
16709,102,1078
16710,98,1080
16711,102,1100
16712,98,1086
16713,102,1090
16714,102,1092
16715,100,1596
16716,98,1078
16717,102,1086
16718,98,1092
16719,98,1098
16720,100,1086
16721,100,1098
16722,98,1086
16723,104,1090
16724,100,1094
16725,102,1092
16726,100,1088
16727,102,1090
16728,98,1096
16729,102,1092
16730,98,1084
16731,100,1092
16732,98,1086
16733,102,1090
16734,98,1082
16735,102,1090
16736,98,1632
16737,100,976
16738,98,1084
16739,102,1082
16740,100,1096
16741,98,1080
16742,98,1090
16743,102,1092
16744,102,1090
16745,102,1092
16746,98,1084
16747,102,1086
16748,100,1088
16749,102,1092
16750,98,1088
16751,98,1084
16752,98,1082
16753,102,1092
16754,98,1090
16755,102,1082
16756,100,1086
16757,102,1086
16758,98,1086
16759,108,1574
16760,100,1092
16761,102,1092
16762,100,1088
16763,100,1086
16764,100,1080
16765,98,1094
16766,98,1084
16767,100,1094
16768,100,1084
16769,102,1098
16770,100,1080
16771,98,1096
16772,98,1088
16773,102,1092
16774,100,1086
16775,98,1092
16776,98,1094
16777,102,1080
16778,98,1088
16779,102,1086
16780,100,1092
16781,102,1566
16782,98,1088
16783,100,1082
16784,98,1080
16785,98,1084
16786,98,1086
16787,102,1084
16788,100,1086
16789,102,1082
16790,100,1086
16791,100,1082
16792,98,1094
16793,102,1102
16794,98,1086
16795,100,1094
16796,100,1096
16797,102,1098
16798,100,1092
16799,102,1096
16800,98,1092
16801,102,1086
16802,98,1084
16803,98,1596
16804,100,1088
16805,98,1088
16806,98,1092
16807,100,1090
16808,100,1086
16809,100,1082
16810,100,1082
16811,102,1086
16812,100,1082
16813,98,1092
16814,98,1086
16815,102,1088
16816,98,1090
16817,98,1092
16818,98,1086
16819,102,1090
16820,98,1086
16821,102,1100
16822,98,1098
16823,100,1084
16824,100,1092
16825,102,1582
16826,98,1086
16827,102,1086
16828,98,1090
16829,100,1092
16830,98,1086
16831,98,1088
16832,100,1086
16833,100,1088
16834,100,1084
16835,98,1086
16836,100,1086
16837,102,1086
16838,98,1086
16839,102,1096
16840,100,1092
16841,100,1086
16842,100,1092
16843,100,1082
16844,100,1088
16845,100,1084
16846,98,1086
16847,98,1614
16848,100,1088
16849,102,1096
16850,98,1086
16851,100,1096
16852,100,1082
16853,102,1098
16854,98,1082
16855,100,1092
16856,104,1082
16857,98,1092
16858,98,1088
16859,100,1092
16860,100,1094
16861,96,1098
16862,98,1082
16863,98,1090
16864,98,1090
16865,102,1094
16866,98,1086
16867,102,1096
16868,98,1092
16869,98,1574
16870,100,1084
16871,96,1098
16872,100,1086
16873,102,1080
16874,98,1084
16875,102,1090
16876,98,1088
16877,102,1088
16878,100,1084
16879,102,1090
16880,98,1086
16881,100,1082
16882,96,1098
16883,100,1092
16884,102,1090
16885,102,1092
16886,98,1086
16887,98,1080
16888,100,1090
16889,100,1088
16890,100,1090
16891,100,1606
16892,100,1086
16893,102,1098
16894,100,1088
16895,108,1086
16896,100,1090
16897,102,1090
16898,98,1080
16899,102,1098
16900,100,1086
16901,100,1084
16902,98,1098
16903,102,1084
16904,98,1088
16905,102,1084
16906,100,1088
16907,102,1086
16908,96,1090
16909,102,1086
16910,98,1098
16911,98,1112
16912,98,1608
16913,102,1084
16914,98,1086
16915,102,1086
16916,96,1082
16917,102,1098
16918,100,1092
16919,102,1092
16920,100,1094
16921,98,1090
16922,98,1098
16923,98,1092
16924,100,1100
16925,100,1084
16926,100,1090
16927,98,1086
16928,100,1098
16929,102,1096
16930,100,1086
16931,102,1086
16932,100,1090
16933,102,1092
16934,98,1610
16935,102,1092
16936,100,1082
16937,102,1086
16938,98,1090
16939,100,1086
16940,100,1090
16941,102,1086
16942,98,1086
16943,102,1094
16944,98,1090
16945,102,1078
16946,96,1090
16947,98,1092
16948,98,1082
16949,98,1086
16950,100,1084
16951,102,1082
16952,98,1086
16953,102,1092
16954,100,1086
16955,100,1086
16956,100,1086
16957,102,1570
16958,98,1084
16959,102,1092
16960,98,1096
16961,98,1092
16962,100,1090
16963,100,1092
16964,100,1092
16965,100,1092
16966,100,1086
16967,100,1084
16968,100,1086
16969,98,1038
16970,100,1086
16971,98,1084
16972,96,1086
16973,98,1082
16974,102,1098
16975,102,1098
16976,100,1086
16977,100,1080
16978,98,1086
16979,102,1084
16980,100,1552
16981,104,1090
16982,100,1098
16983,102,1088
16984,98,1096
16985,102,1094
16986,98,1092
16987,102,1092
16988,98,1086
16989,102,1098
16990,100,1094
16991,102,1086
16992,98,1092
16993,98,1084
16994,100,1092
16995,100,1092
16996,98,1098
16997,102,1090
16998,98,1092
16999,98,1088
17000,100,1086
17001,100,1634
17002,100,1086
17003,100,1088
17004,98,1088
17005,104,1086
17006,98,1092
17007,98,1090
17008,100,1084
17009,98,1084
17010,100,1088
17011,96,1084
17012,98,1088
17013,102,1098
17014,98,1100
17015,98,1106
17016,100,1094
17017,102,1080
17018,98,1084
17019,102,1082
17020,100,1084
17021,98,1092
17022,96,1088
17023,98,1570
17024,96,1086
17025,102,1092
17026,100,1086
17027,98,1086
17028,100,1092
17029,102,1080
17030,100,1086
17031,102,1092
17032,98,1090
17033,98,1092
17034,100,1092
17035,102,1088
17036,100,1088
17037,100,1080
17038,100,1084
17039,98,1088
17040,96,1090
17041,102,1090
17042,96,1092
17043,98,1098
17044,100,1096
17045,102,1624
17046,102,1096
17047,98,1096
17048,98,1084
17049,102,1088
17050,98,1086
17051,102,1092
17052,96,1082
17053,98,1086
17054,100,1092
17055,102,1092
17056,98,1092
17057,100,1082
17058,98,1098
17059,98,1088
17060,98,1088
17061,100,1092
17062,98,1082
17063,102,1086
17064,100,1088
17065,102,1080
17066,98,1082
17067,98,1560
17068,100,1092
17069,102,1098
17070,102,1082
17071,104,1098
17072,100,1092
17073,98,1092
17074,98,1098
17075,98,1100
17076,100,1090
17077,102,1082
17078,96,1092
17079,100,1092
17080,98,1092
17081,100,1094
17082,96,1088
17083,96,1086
17084,98,1086
17085,102,1088
17086,100,1088
17087,96,1088
17088,100,1088
17089,102,1552
17090,98,1086
17091,102,1086
17092,98,1082
17093,104,1100
17094,100,1086
17095,102,1088
17096,98,1086
17097,98,1092
17098,100,1084
17099,100,1098
17100,100,1090
17101,102,1094
17102,98,1082
17103,98,1094
17104,100,1090
17105,98,1090
17106,98,1106
17107,100,1086
17108,100,1088
17109,102,1086
17110,98,1086
17111,98,1090
17112,100,1582
17113,106,1092
17114,98,1096
17115,102,1086
17116,98,1082
17117,100,1086
17118,100,1092
17119,102,1086
17120,98,1086
17121,98,1096
17122,100,1098
17123,102,1074
17124,98,1100
17125,98,1086
17126,96,1098
17127,102,1096
17128,102,1086
17129,102,1092
17130,100,1092
17131,102,1090
17132,100,1090
17133,100,1092
17134,98,1522
17135,102,1086
17136,98,1088
17137,100,1086
17138,98,1086
17139,102,1086
17140,100,1088
17141,102,1086
17142,98,1086
17143,102,1088
17144,100,1088
17145,104,1092
17146,100,1086
17147,102,1098
17148,100,1092
17149,102,1098
17150,100,1088
17151,102,1090
17152,98,1088
17153,102,1084
17154,98,1090
17155,100,1088
17156,100,1606
17157,102,1100
17158,100,1084
17159,102,1086
17160,104,1086
17161,102,1088
17162,100,1082
17163,108,1094
17164,98,1092
17165,94,1092
17166,98,1096
17167,102,1098
17168,98,1086
17169,98,1080
17170,100,1082
17171,98,1086
17172,98,1090
17173,104,1088
17174,102,1084
17175,102,1086
17176,100,1080
17177,100,1086
17178,98,1578
17179,98,1080
17180,98,1082
17181,100,1092
17182,98,1092
17183,98,1088
17184,98,1086
17185,102,1086
17186,98,1084
17187,98,1092
17188,98,1100
17189,96,1090
17190,98,1086
17191,98,1084
17192,98,1094
17193,102,1090
17194,100,1086
17195,100,1084
17196,98,1092
17197,102,1086
17198,102,1094
17199,102,1092
17200,100,1638
17201,98,1094
17202,98,1082
17203,102,1090
17204,96,1088
17205,98,1092
17206,98,1088
17207,102,1090
17208,100,1090
17209,100,1090
17210,98,1088
17211,100,1086
17212,100,1086
17213,102,1092
17214,100,1090
17215,102,1090
17216,102,1092
17217,104,1100
17218,100,1086
17219,102,1084
17220,96,1088
17221,98,1092
17222,100,1632
17223,98,1086
17224,98,1084
17225,102,1092
17226,98,1086
17227,98,1092
17228,100,1088
17229,100,1096
17230,100,1084
17231,106,1082
17232,98,1098
17233,102,1096
17234,100,1086
17235,102,1098
17236,100,1090
17237,102,1084
17238,98,1082
17239,98,1086
17240,100,1082
17241,100,1084
17242,100,1092
17243,102,1088
17244,100,1598
17245,100,1090
17246,100,1096
17247,100,1098
17248,96,1092
17249,100,1088
17250,98,1086
17251,102,1098
17252,98,1100
17253,102,1098
17254,98,1088
17255,100,1088
17256,96,1096
17257,98,1086
17258,100,1086
17259,102,1086
17260,100,1092
17261,104,1086
17262,98,1082
17263,100,1090
17264,98,1086
17265,98,1082
17266,98,1582
17267,102,1092
17268,98,1092
17269,98,1080
17270,100,1088
17271,102,1092
17272,100,1082
17273,100,1084
17274,98,1086
17275,98,1086
17276,98,1080
17277,100,1086
17278,100,1086
17279,98,1088
17280,98,1082
17281,100,1092
17282,98,1088
17283,94,1094
17284,100,1080
17285,102,1090
